Input.word1,Answer.word1,Input.word2,Answer.word2,Input.word3,Answer.word3,Input.word4,Answer.word4,Input.word5,Answer.word5
Again,"repeat ,working on a work once more , doing something more than one time , loop",Love,"a feeling shared between two people , a special feeling , concerns about another person or animal , a concept used for getting close to others",Bible,"the spiritual book on Christianity,a holy book on Jesus and his deeds ,a book with lot of writings , can be used as a life guide to forgive and forget many things to be happy",Temperature,"Indicates heat or cold , body state , something that can be felt , an indication of fever or cold",Tired,"its a physical or mental feeling , loss of energy ,becoming  weak , a state of restlessness , something that is felt by the perosn"
Again,means again,Love,is required for life.,Bible,is great book of religion,Temperature,is rising day by day.,Tired,of doing boring things in life.
Again,"repeat, oncemore",Love,"affection, kind",Bible,"book, christian",Temperature,"climate, degree",Tired,"weak, rest"
Again,"once again, once more, over again",Love,"love life, lovemaking, making love, sexual love, passion,",Bible,"book, christian bible, good book, holy scripture, holy writ, scripture, word, word of god",Temperature,"Temper, Hot, cool.",Tired,"banal, commonplace, hackneyed, old-hat, shopworn, stock, threadbare, timeworn, trite, well-worn"
Again,"is an adverb, Something that is repeated, return to a place",Love,"is a noun/verb,strong affection, emotion, attachment,devotion",Bible,"Book of christian religion, sacred writing book",Temperature,"The degree of hot/cold of a body/environment, heat in the body of a living organisms",Tired,"To diminish the strength, to exhaust the interest/patience"
Again,"repeat, do things over",Love,"emotion, care, opposite of hate",Bible,"holy book, religious book of christians, teaches principles of life",Temperature,degree of heat,Tired,"fatigued, weary"
Again,"once more; another time; anew; in addition,in an additional case or instance; moreover; besides; furthermore,to the same place or person,in an additional case or instance; moreover; besides; furthermore.",Love,"a profoundly tender, passionate affection for another person,a feeling of warm personal attachment or deep affection, as for a parent, child, or friend,sexual passion or desire,a person toward whom love is felt; beloved person; sweetheart,",Bible,"the collection of sacred writings of the Christian religion, comprising the Old and New Testaments,the sacred writings of any religion,any book, reference work, periodical, etc., accepted as authoritative, informative, or reliable.",Temperature,"a measure of the warmth or coldness of an object or substance with reference to some standard value.,the degree of heat in a living body, normally about 98.6°F (37°C) in humans,mildness, as of the weather.",Tired,"exhausted, as by exertion; fatigued or sleepy,weary or bored,hackneyed; stale, as a joke, phrase, or sermon, impatient or disgusted."
Again,"1.
once more; another time; anew; in addition: Will you spell your name again, please?
2.
in an additional case or instance; moreover; besides; furthermore.
3.
on the other hand: It might happen, and again it might not.
4.
back; in return; in reply: to answer again.
5.
to the same place or person: to return again.
Idioms
6.
again and again, with frequent repetition; often: They went over the same arguments again and again.
7.
as much again, twice as much: She earns as much again as I do.",Love,"1.
a profoundly tender, passionate affection for another person.
2.
a feeling of warm personal attachment or deep affection, as for a parent, child, or friend.
3.
sexual passion or desire.
4.
a person toward whom love is felt; beloved person; sweetheart.
5.
(used in direct address as a term of endearment, affection, or the like): Would you like to see a movie, love?",Bible,"1.
the collection of sacred writings of the Christian religion, comprising the Old and New Testaments.
2.
Also called Hebrew Scriptures. the collection of sacred writings of the Jewish religion: known to Christians as the Old Testament.
3.
( often lowercase ) the sacred writings of any religion.
4.
( lowercase ) any book, reference work, periodical, etc., accepted as authoritative, informative, or reliable: He regarded that particular bird book as the birdwatchers' bible.",Temperature,"1.
a measure of the warmth or coldness of an object or substance with reference to some standard value. The temperature of two systems is the same when the systems are in thermal equilibrium.
2.
Physiology, Pathology .
a.
the degree of heat in a living body, normally about 98.6°F (37°C) in humans.
b.
the excess of this above the normal.
3.
Obsolete . mildness, as of the weather.
4.
Obsolete . temperament.",Tired,"1.
exhausted, as by exertion; fatigued or sleepy: a tired runner.
2.
weary or bored (usually followed by of ): tired of the same food every day.
3.
hackneyed; stale, as a joke, phrase, or sermon.
4.
Informal . impatient or disgusted: You make me tired."
Again,once more or another time,Love,feeling of great fondness or enthusiasm for a person or thing,Bible,the sacred writing of the christian church,Temperature,the amount of degree of cold or heat,Tired,"wearied,exhausted"
Again,"its repeating,its frustrating,its a loop,comes back",Love,"its in real life,in films,in animals ,very emotional,everyone has.",Bible,"religion,massive thing,jesus,book of christians,ver big",Temperature,"its hot,cold ,warm,found by thermometer,room temperature",Tired,"everyone feels,can be of hardwork,workout,playing"
Again,To repeat something such as a scenario or situation.,Love,To care or be extremely passionate about something.,Bible,A book about a certain religion.,Temperature,"How hot or cold something is, such as the weather.",Tired,When you are stressed out from working.
Again,"Another time, once more,  Once repeated, Furthermore, On the other hand.",Love,"a profoundly tender, passionate affection for another person, to have a strong liking for; take great pleasure in, a feeling of warm personal attachment or deep affection, as for a parent, child, or friend.",Bible,"word of god, the sacred writings of any religion, the collection of sacred writings of the Christian religion, comprising the Old and New Testaments.",Temperature,"a measure of the warmth or coldness of an object or substance with reference to some standard value, Obsolete . mildness, as of the weather, Physiology, Pathology",Tired,"exhausted, as by exertion; fatigued or sleepy, weary or bored, hackneyed; stale, as a joke, phrase, or sermon"
Again,chance to try one more,Love,"its a beautiful feeling, its coming not only mans, birds, animals etc",Bible,its a holy book of christians to pray,Temperature,it denooted hot,Tired,its mean the weekness of a man
Again,furthermore,Love,affection,Bible,sacred book of Christianity,Temperature,degree of hotness and coldness,Tired,lack of energy
Again,"Second time, Once more, Another time",Love,"Feel affection for, Be mad about, Very much like to other thins like human or things.",Bible,The holy book which comes from god,Temperature,"very cold, very hot, Normal weather",Tired,"Sleepy , Situation after hard work, Weary"
Again,repeat,Love,affection,Bible,christian's scriptures,Temperature,heat,Tired,weekness
Again,"Again:- afresh, anew, anon, bis, , come again, encore, freshly, newly, once more, one more time, ,, recurrently, reiteratively, repeatedly",Love,"Love:-copulate, mate, pair, couple,like .",Bible,"Bible :- the Good Book, God's word, the Word, the Scriptures, the Holy Scriptures, the Old Testament, the New Testament, the Torah, the Canon, the Testaments, Sacred History, the Writings of the Apostles and Prophets, Holy Writ, the Holy Bible, the Word of God, Testament, the Book .",Temperature,"Temperature:-temperate zone , temperature change , temperature gradient  ,  temperature reduction  temperature scale  ,hot ,cold .",Tired,"Tired:- all in, aweary beat, beaten, bleary, burned-out (or burnt-out), bushed, dead, done, done in, drained, exhausted, fatigued, jaded, knackered , limp, logy (also loggy), played out, pooped [slang], prostrate, spent, tapped out, tired,, wearied, wiped out, worn, worn-out"
Again,"Once more, Returning to the previous condition or Situation, Repeated",Love,"An intense feeling of deep Affection,A deep romantic or Sexual Attachment of someone, A great Pleasure with someone,A person or thing that one loves.",Bible,"The Christian Scriptures, consisting of Old and new Testaments, A Book Regarded as Authoritative.",Temperature,"The Degree, ntesity of heat present in a Substance, The degree of excitement.",Tired,"In need to sleep or rest, No longer fresh,Not in Good Condition."
Again,"repeat, second chance, wait for return, frequent occurrence",Love,"deep feeling, spouse, children, compassion, virtue, God",Bible,"book, testament, path to follow, mental peace, prayers",Temperature,"degree of hotness, perspire, fever, drink in winter, clothing, cooking",Tired,"spent, need rest, postpone work, sleep, shade"
Again,is another time,Love,is an affection between two people,Bible,is christian's geetha,Temperature,is a physical quantity to measure heat.,Tired,Means feeling not well. Not having energy.
Again,once more,Love,a kind of feeling towards a person,Bible,it is holy book of christians.,Temperature,means weather,Tired,means exhausted of energy
Again,"repeatedly, afresh, another time, reiteratively, repeated, anew, come again, anew, by and by, bis, anon, encore, one more time, freshly, newly, once more, over, recurrently over and over, lately",Love,"adoration, adulation, amity affection, very strong liking, allegiance, ardency, amorousness, attachment, crush, appreciation, devotedness, emotion, flame, enjoyment. enchantment, idolatry, hankering, fondness, inclination infatuation, soft spot, respect, regard, tenderness, worship, canonize, prize, crazy about, worship, treasure, scorn, dislike, hate",Bible,"holy book, authority, the good news, authoritative book, creed, guidebook, guide, handbook, sacred writings, manual, sacred writ, testament, text",Temperature,"body heat, hotness, calefaction, coldness of some degree, climate, cold, degrees, condition, febriety, heat incalescence, warmth, pyrexia, thermal reading",Tired,"blah, common, bland, trite, burn out, collapse, crawl, fatigue, flag, fold, harass, weary, weaken, wear out, wilt, wear down, peter out, poop out, overtax, overburden, fold, go stale, grow weary, faint, fell, droop, drain, displease, deject, depress"
Again,A repetition. Once more.,Love,A feeling of deep affection and fondness.,Bible,Book of holy writing.,Temperature,Feeling of heat of cold.,Tired,Needing sleep. Feeling lethargic.
Again,with frequent repetition.,Love,"a feeling of warm personal attachment or deep affection, as for a parent, child, or friend.",Bible,"the collection of sacred writings of the Christian religion, comprising the Old and New Testaments.",Temperature,a measure of the warmth or coldness.,Tired,"exhausted, as by exertion."
Again,"afresh, anew, anon, bis, by and by, come again, encore, freshly, newly, once more, one more time, over, over and over, recurrently, reiteratively, repeatedly",Love,"adulation, affection, allegiance, amity, amorousness, amour, appreciation, ardency, ardor, attachment, case, cherishing, crush, delight, devotedness, devotion, emotion, enchantment, enjoyment, fervor, fidelity, flame, fondness, friendship, hankering, idolatry, inclination",Bible,"authority, creed, doctrine, guide, guidebook, handbook, manual, sacred writ, sacred writings, scripture, testament, text, the good news",Temperature,"body heat, calefaction, climate, cold, condition, degrees, febricity, feverishness, heat, incalescence, pyrexia, thermal reading, warmth",Tired,"anemic, beat, bleary, bushed, dazed, dead beat, dizzy, dog-tired, done in, drained, drowsy, exhausted, faint, fatigued, floppy, limp, muzzy, pooped, shaky, shattered, sleepy, slow, somnolent, tired out, unsteady, weak , weary, wobbly, woozy, worn out"
Again,"Again is to say something, is a English word, To tell something repeatedly, we use it when we speak etc",Love,"Affection, mothers care, husband and wife, to love animals, purity, Adam and eve, impressed by someone, romance, sex etc",Bible,"to read, holy book, Christians, Jesus, world prayers, church etc",Temperature,"climate, autumn, hot, winter, world temperature, volcano, high , low etc",Tired,"tiredness of work, sweating, tired of shopping, tired of cooking, night shift, late night works, physically tired etc"
Again,"more than once, repeating something else",Love,"a warm feeling towards someone, to like, to adore, can lead to marriage, can lead to sex, romantic love, friend love",Bible,"the scriptures of Christianity, an authoritative book about something, contains the Old Testament, contains the New Testament, translated from ancient languages, a book",Temperature,"how hot something is, a fever (""to run a temperature""), measured by a thermometer, a measure of kinetic energy of particles, measured in degrees Celsius or Fahrenheit or Kelvin",Tired,"sleepy, not alert, exhausted, bored, trite"
Again,"another time, once more, anew, in addition , moreover, besides, furthermore, in return,to the same place or person",Love,"affection,attachment,interpersonal attraction,familial love,sexual love,relegious love,platonic love, romantic love, amity,involvement",Bible,"sacred writings of christian relegion, hebrew scriptures, contains old testament and new testament,shows life of Jesus Christ , is the best selling book in history",Temperature,"body heat, hotness or coldness of some degree,feverishness,heat, febricity , warmth, climate,thermal reading",Tired,"exhausted, weary, burnout,collapse, debilitate,go stale, faint,give out,strain, weaken"
Again,"something that happens more than once, being repeated",Love,a feeling that people for each other have when they have great respect and care for each other,Bible,a sacred book (to some) written thousands of years ago over a period of hundreds of years by many hundreds of people telling the many storied beginning from the creation of the earth. Some believe this to be the word of god.,Temperature,a number given to the feeling of hot or cold outside on any given day.,Tired,"feeling sleepy, not lively and awake, sluggish, needing sleep"
Again,"once more, another time, repeat,",Love,"heart, tears, passion, family, friends, spouse, children",Bible,"scriptures, Jesus, Lucifer, genesis, ten commandments",Temperature,"thermometer, mercury level, hot, cold, warm",Tired,"exhausted, needs rest, lack of sleep, drained, not feeling upbeat"
Again,One more time.to repeat the same action,Love,"affection, liking, fondness, admiration.",Bible,"Holy book of the Christian faith. Detailing all about Jesus, Christ, Holy Mary and all the Saints",Temperature,degree of heat or cold,Tired,"To become exhausted, to be weary"
