id_code,start_time,end_time,duration,airplane,surfboard,alert,annually,apple,ass,attempt,band,bean,carry,children,church,clam,clipper,construction,cook,cover,dagger,deodorant,dolphin,dress,dusk,east,egypt,expensive,explain,food,fox,gin,hello,hug,hurt,inhale,instrument,keep,marry,men,mustache,navy,near,number,once,rich,room,scare,scientist,short,shot,sly,smudge,stone,storm,tear,theory,thunder,trip,trophy,unfair,waiter,wet,world,worry
66061,11/2/10 13:34,11/2/10 14:01,27,"long, wide, strong, heavy, metal, tough, durable","smooth, sleek, versital, aerodynamic","announce, important, loud, look-up, listen","once year, special, important,","Johnny apple seed, fuji, green, red, yellow, tasty, juicy, fruit","butt, donkey, toilet, jerk, number 2, bottom","try, want to,","together, music, instruments, group","Jack, green, chili, soft, smooshy","baby, purse, two hands, careful, transport","young, kid, little, dumb, future","sunday, jesus, christ, bible, learn","ocean, water, food, pearl, reef","basketball, eric gordon, bad, suck, hair, trim","hammer, nails, wood, building, hard hats, men","chef, ingredients, smell, food","blanket, soft, warm, protect","knife, sharp, hurt, blood, murder, short","smell, sweat, tube, cheap, gel, spray","ocean, cute, mammal, fish, blow hole, likeable, wet","women, classy, cute, sexy, beautiful, look nice","dark, night, pool, quiet, sleep","new york, florida, europe, africa","pyramids, hot, moses, mummy, africa","money, great amount, nice, cool","tell, show, announce, communicate","tasty, hungry, smell, eat, plate, fork, knife, spoon","suspicious, red, spy, quiet, mischevious, predator","liqour, alcohol, drunk, fun, relax","greeting, nice, friendly, nice gesture","warm, wanted, feel good, tight, touch","ouch, pain, cry, bandage, help,","breathe, air, oxygen","trumpet, piano, violin, cello, guitar, music, sound, chords, rhthym","hold, safe, mine, possession","best-friend, forever, love, passion, beutiful, always","hard working, tough, important, stubborn, nice, strong","chuck norris, tough, bushy, mario","military, boat, official, tough, water, brave","close, together","digits, math, phone, payment","one, single, happens rarely","money, wealth, anything, easy, lonely","mine, bed, desk, lamp, clothes, space","upset, mean, cry, mask, monster, dark","science, proffessor, lab, tests","skinny, small, tiny, funny","alcohol, liqour, vodka, rum, gun, bullet, blood","fox, sneaky, quiet, quick","rub, vague, dirty","rock, hard, heavy, gray, drugs","rain, cloud, lightning, thunder, wet, dark","rip, shred, cry, wet, upset","guess, not proven, believe","basketball team, kevin durant, lightning, storm, rain, clouds, dark sky,","fall, hurt, vacation, fun, tumble","win, the best, award, first","not right, angry, annoyed, upperhand",resturaunt,"moist, liquid, cup,","earth, globe, green, blue, water, land, country","anxious, scared, nervous, sweaty, can't think"
62797,11/2/10 15:22,11/2/10 15:42,20,"it has wings, inside has seats, has large engines, runs on fuel","is long, floats in water","alarm, loud, warning, danger","accounting, business","fruit, orange, red, seeds, core, juice","hole, mean, donkey",try,"music, instruments, metal","sprout, baked, protein, soy, green","move, pick up","cute, fun, annoying, cry, play","religion, religious, christian, catholic, jewish","chowder, soup, fish","nails, basketball team","buildings, house, apartment",food,"sheet, blanket, cold","knife, sword, weapon","smell, stink, strong, gel, spray","mammal, fish, fins","dance, short, long",dawn,"coast, West, New York, Pacific Ocean","Europe, sphinx","money, value, rich, poor","directions, answers, questions","baked, fried, healthy, cooked","wolf, animal, orange, tail","alcohol, juice","Hi, communicate, conversation","happy, kiss, love, emotion","sad, cut, deep, emotional, pain","exhale, breath, breathe, oxygen","piano, guitar, music, drums","mine, yours, to have","husband, wife, happy","hairy, big, strong, women","hairy, small, long, annoying","Seals, army, ships, boats","close, soon","pad, calculator, crunch","upon a time, twice, one","money, greedy, wealthy","large, small, dorm, living, class","fear, haunted","smart, intelligent, research, observe, study","small, tiny, little","gun, bullet, wound, alcohol","fox, cat, sneaky","ink, mud","rock, hard, rough, gray, large","thunder, lightning, rain, water, loud, long","cry, sad, happy, sorry, unwell, sick","hypothesis, observation, scientific","lightning, boom, noise, loud","vacation, road, fun, boring","win, victory, accomplishment","misleading, uncontrolled","waitress, restaurant, tips, food, drinks","dry, damp, water","Earth, globe, planet","trouble, danger"
65656,11/3/10 14:39,11/3/10 15:01,22,Wings Engine Pilot Cockpit Tail,Wood Water Fin Wax,"WArning, Alarm","YEarly, Occasion","Pie, Fall, Red, Green, Crsip","Donkey, Boyfriends","Try, Practice","Music, Group, Together","Coffee, Green, Veggies, Plant","Hold, Baby, Boxes,","Play, Young, Innocent, Colors, Fun","Wedding, Service, Pray, God, Worship,Bells,Candles, Confession","ocean, Sea food, Creature, Marine","Hair, Cut, Snip, Paper","Rocks, Cranes, Bricks, Men, Summer, buildings","Prepare, Food, pots, pans, spices, season, dinner","Hide, Scared, Protect, Sheild","Knife, Stab, Death","Smell, Sweat, Odor, Protection, Commercial","cute, fun, mysterious, smart, beautiful, energetic ,ocean","Material, Girl, Pretty, Occasion, Party","Twilight, Night, Fall","Side, North, South, West","Tombs, Pharaoh, Sphinx, Mummy, Jackals","Diamonds, Designer, MAnsion","Describe, Teach","Pasta, Warm, Full, Family","News, Sly","MArtini, Alcohol, PArty, Bar","Friends, Greetings, Welcome","Warm, Love, Friendly, Cheerful","Sad, Pain, Lost, Confusion",Breath,"Tuba, Guitar, Tools","Special, Memory, Save","Husband, Wife, Groomsmen, Bridesmaids, Rings, Cake, Dance, Love, Kiss, Pictures, Forever","Tall, Strong, Completive, Athletic,","Man, Whiskers","Seals, Military, Color, Blue,Boat","Close, Far","Math, Dance","One , Story, Fairtytale","Poor, Chocolate, Money, Success, Fame, Fortune","Bes, Desk, Lamp, Sleep, Privacy","Scream, Jump, Hide, Run,Scary","Experiment, Research, Tests, Chemicals, tubes",Small,"Medicine, Sick, Vaccine, Flu, Prevention","Fox, Sneaky, Tricks","Ink, Mud, Dirty","Wall, Bridge, Rocks, King Arthur","Rain, Thunder, Lightening, Wind, Tornadoes, Summer, Hurricane","Sad, Cries, Lonely","Science, Guess","Storm, Rain, Summer","Vacation, Fall, Break","Team, Winner, Tournament, Game, Champion, Honor, Award",Life,"Food, Tips, Bow tie, Trays","Dogs, Swimming, WAter, Ocean, Boat, Towel","Peace, Ocean, America, Travel, Life, People, Diversity","Wonder, Stress, Pace"
65956,11/4/10 13:32,11/4/10 14:13,41,"it flies, can be large, can be small, it transports","hard, durable. wet","sound, loud, speak, urgent","every year, consistant","food, company, juicy, rotten, edible, core, grows on trees","donkey, animal, body part, derogatory term","try, succeed, fail","music, instrument, vocal","edible, grow, green, black, food","hold, pick up, touch","age, small, immaturity, learn","sanctuary, religion, fellowship, building, family, relationships","food, animal, hard outside, soft inside, in water, edible","silver, sharp","build, create, construct, fix, redo, add on","food, prepare, hobby, profession, activity, chore","lid, protect, hard. solid","kill, hurt, injure, strike, damage, solid, sharp, blunt","used to clean, powder, gel, scent, oder, anti-perspirant","animal, lives in water, mammal, live birth, wet, intellegent","clothing, length, color, material","dark, not lit","opposite of west, direction","country, people, geography, great sphinx","not cheap, price, money","speak, teach, interact","edible, variety, prepare, texture, flavor, scent, taste","animal, predator, prey, furry, small, agile",alcohol liquid,"to greet, to speak, to verbalize, to interact, word, sentence","embrace, arms, comfort, touch, feel","pain, cause damage, harm","opposite of exhale, intake, breath","french horn, saxaphone, trumpet, clarinet, flute, drums, guitar, trombone, oboe","preserve, not throw away","to wed, vows, tears, laughter, joy","male, homosapien, people, gender, opposite of women","hair, on face, can scratch, long, short, thick, thin","military, water, protect","opposite of far, close, distance, comfort","letters, words, used to count, used to measure","not consistant, never again","wealthy, opposite of poor, character, money, opportunities, culture, established","walls, windows optional, floor, ceiling, objects, furniture, light","scream, loud, nightmare","intellegent, research, learn, teach, observe, experiment, hypothesis, test, theory","opposite of tall, length, not enough, coverage","bullet, alcohol, solid, liquid, injure, accuracy, intake, consume","deceitful, misleading, sneak","smear, mark","solid, object, throw, stack, study, build, damage, protect","weather, scary, pretty, view, water, thunder, lightning, rain, tornado, temperature change, clouds","liquid, sad, joy, salt,, water, moisture","idea, words, concept","sound, loud, boom, crackle","voyage, fall, travel","object, solid, shiny, achieve, earn, win","opposite of fair, right, wrong, doesn't satisfy","service, manners of lack of manners, patient, unpatient, attentive, unattentive","liquid, opposite of dry, slick","global, countries, oceans, land, water, geography, people, animals, cultures, religion, societies, nations","anxiety, anticipation, nervous, stress"
65083,11/4/10 14:03,11/4/10 14:15,12,"is big, is heavy","is long, is smooth",alarm,birthday,fruit,mean,try,music,plant,away,stress,god,peace,sissors,work,food,of a book,knife,smell,ocean,fancy,dawn,west,pyramid,money,understand,taco,sly,drink,goodbye,friend,pain,breathe,music,away,together,cute,gross,color,close,date,alone,money,walls,fear,future,children,pain,untrustworthy,wipe away,river,fear,cry,unknown,rain,vacation,win,life,food,water,earth,stress
63043,11/4/10 15:13,11/4/10 15:47,34,"flies, holds people, moves people, very big","floats, made of wood, made of plastic, carries people in the water","awake, warning, concious, alive, aware of your surroundings","yearly, once a year, often","fruit, juicy, red, green, healthy, grows on a tree, has skin","butt, donkey, rear end, rude person","try, make an effort","marching band, plays instruments, marches, uniform, loud","brown, vegetable, grows on a plant, edible","hold, transport, move, lift, weight, baby","kids, offspring, energetic, small, young, cute, noisy, creative","where people pray, holy place, big building, has chairs","shelfish, in a shell, contains meat, found in the ocean, good to eat, chewy","scissors, cuts things, sharp, blade, used to cut shrubs","dirty, noisy, has big equipment, builds things","bake, feed people, requires preparation, to make food, dinner","to hide something, tarp, foil covers food, clothes cover people","knife, blade, used in ancient times, weapon, sharp, long, short","antiperspirent, smells good, used for sweat, prevents odor","fish, swims, breathes air, slick, slimy, fast, animal","what girls wear, clothes, type of clothes, dress a turkey","dawn, sunset, sun, dark, brings night, end of the day","West, sun rise, Afganistan, direction","pyramid, desert, tombs, is hot, King Tut","houses, jewelry, school, money, wealthy, not cheap","give examples, describe something, teach someone","energy, feeds people, prevents starvation, nutrients, grown by farmers","dog, red, has fur, swift, sly, wild","alcohol, vodka, martini","bueno, a greeting, welcoming, intorduction","comforting, giving someone love, warm","a shot, pain, a bad feeling, mentally, physically","breath in, take a breath, get oxygen","band, piano, tuba,makes noise, sometimes large, plays music, has to be played by someone","save, dont give away, something useful","happy, commiting to someone, wedding, joyous, Christmas","boys, big, strong, masculine, husband, boyfriend","facial hair, brown, blonde, grey, red, black, prickly, soft, grows on men","a color, millitary branch, blue, water, fights for the country","close, coming to you, not far","numericals, 1, counting, math, speed","one time, in the past, in the future, singular","wealthy, too much flavor, chocolate cake, high in spirit","where you go, space, has walls","to frighten, terrifying, snakes, monsters, the dark, halloween","Alber Einstein, smart, devoted, observant","height, not very long, not very tall, minute","has a needle, gives medicine, a gun, a bullet, a gun shoots them, can be painful","sneaky, fox, quiet, devious","with your finger, blur ink","rock, marble, tile, natural, tumbled, rough, hard","thunder, lightning, wind, rain, snow, tornado, hail, cold front","rip, cry, shred, mentally ripping your heart","an idea, hypothesis, an experimental thought","loud, storm, trembles, lightning","fall, stumble, embarrassing, to make someone fall","statue, achievement, an award, something you are proud of","not just, cancer, sickness, wealth, work","waitress, brings food, tends to your needs, takes orders","rain, puddles, water, sweat, snow","earth, planet, universal, made up of countries, in the solar system","concerned, on your mind, moms"
64198,11/4/10 16:34,11/4/10 16:43,9,"air, clouds, loud, high, wings, sky, big, found at airports","water, long, waves, floats","Alarm, warning, caution, important,","year, once, tradition,","fruit, grocery store, orchard, red, green, yelloe, good with peanut butter, good with caramell","donkey, animal, farm. Butt, bottom, rear, caboose. Potty-word, mean name, cuss-word.","try, change","music, drummer, singer, guitarist, itunes,","chips and dip, mexican food, burritos, jack and the bean stock,","hold, take with, cuddle, smuggle, craddle, swing, container","fun, little, young, playful, parks, dirty, need to be cleaned,","god, religeous, bible, heaven, hell, sinning, different religions, fasting, baptisms, confirmations, communion, bible school, sunday,  wednesday","seafood, grose, slimey, shell, hard","scissors, schears, hair, bushes, trees, shrubbery, nails","building, wood, architecture, hard hats, plumbing, electricity, blue prints","food, delicious, home, mom, fresh, healthy, left-overs, family meals, oven mittens, aprin, chef's hat","over, outside, first, front page, top","sharp, stabbing, ouch, pain, knife","fresh, hygene, smell, armpit, degree","ocean, flipper, mamal, fins, cute","fancy, prom, tuxes","dark, night, sunset, late","florida, virginia, kentucky, tenessee, main, massechusettes, new york, new jersey, maryland, pennsylvania. direction, coast, ocean,","pyramids, pheros. sand, mummies, archeologists, anthropologists, treasures, tan, nile, moses and the red sea","clothes, cars, houses, school, phones, books, makeup, computers, food, femanine hygene products, lingre, shoes, cuttlery, photoshoots, movies, medications, doctors visits, physical therapy","hard, difficult, not easy, lots of words","delicious, filling, fattening, found in the kitchen, restarants, dinning halls, food stash, grocery store","animal, orange, fox and the hound,",alcohol?,"greeting, hi, hey, hola, aloha, conversation starter, nice","love, caring, nice, warm, refreshing, hello, goodbye, relationships, friendly","ouch, pain, bandaid","breathing, resperation, gas exchange within capallary beds, exhale","play, music, band, loud, musicality, keys, tunes, notes, sheet music, orchestra, composer, conductor, symphony","have, steal, take, collect, own, possesion","ceremony, love, engagement, planning, families, fancy, bride, groom,","cute, nice, masculine, big, funny, smart. Confusing, jerks, not good at communicating","facial hair, no-shave november, itchy,","boats, water, deployment, gone for long periods of time, blue, military","close, not far behind,","cell phone, texting, calling, phone bill, free calls after 7 pm. Order, competition, contestants","accident, not again, mistake, ""one-time-deal""","chocolate, desserts, delicious. Money, mansions, designer clothes, materialism","cozy, homey, sleep, study, alone,","panzy, ghosts, dark, spiders","smart, physics, chemistry, anatomy, biology, zoologists, theories, elements, long words",sm,"gun, loud, target. Medicine, ouch, needle, vaccination","sneaky, swipper, fox, mischevious","smear, dirty, make-up,","rocks, throwing, pebbles, skipping rocks, water, ripples","loud, sleep, cold, wet, rain, thunder, lightening, clouds","crying, snot, tissues, red face, mumbling, mooshy words, sad, depressing, relieving, puffy eyes,","something that is possible,","rain, lightening, loud, dark, cloudy, cold, dangerous, electricity","vacation, beaches, fun, pictures, relaxing, get away,","winning, gold, number one, the best,","unequal, unhappy, small amount of something","restarant, food, orders, appetizers, desserts, bill,","water, pool, shower, bath, hot tub, sink, precipitation,","big, lots of water, lots of people, dirty, lots of germs","scared, nervous, anxious, panic,"
64276,11/4/10 19:36,11/4/10 19:49,13,"they fly, aerodynamic, very large, possibly dangerous","bouyant, long, used as water sport, made of foam",watchful,every 365 days,nutrional,Rude person,"plan out, try",musicians,facilitate gas,pick up,young,obligation,underwater creature,sharp parts,building,profession,put on top of,sneaky weapon,zinc oxide,smart,put clothes on,sunset,new york,ancient society,costs money,detail,nourishment,smart,alcohol,greeting,affection,"pain, swelling, nerves",breathing,medium for music,posses,commit,one of two genders,man,watercrafts,not far away,arabic numerals,was before,wealthy,reciptacle for furniture,freak out,interested in the life,midget,medicine,cunning,messy,"hard, cold",precipitation,pulling apart,proposed idea,lightning,fall over,"winning, prize",unethical,charming,from being in water,our planet,scared
63475,11/4/10 20:06,11/4/10 20:35,29,"transport people, fast, aerodynamic,","ridged, hard, smooth, colorful, used in water","attention, knowing","once per year, birthdays","juicy, colorful","a butt, hairy","to try, give it your best","loud, popular","colored, healthy","to hold, to move","joy, hyper","welcoming, god","shell, sea water","sharp, metal","build things, nails","makes food, prepare food","to hide something, to protect","sharp, dangerous","smell good, eliminate odors, soft","mammal,","girl, bright colors","dark, cool",sun rises from here,"dry, pyramids","gold, owning unnecessary things","understanding,","warm, filling","quick, sly",collect cotton,greeting,"embrace, make you feel better","abuse, emotional","breathe, to intake","strings, buttons, notes, chords","to own, to love","forever, love","strong, beard,","thick, bristly","protection, ships","close, in reach","infinite, accounting","first, not again","money, cars","space, clutter","jump, frighten","smart, lab coat","small, fast","needle, virus","secretive, quiet","annoyance, opaque","hard, heavy","scary, rain, thunder","liquid, sadness",complex knowledge,"loud,","relaxation, new places","shiny, accomplishment",not following the rules,"male, takes orders, serves you","cold, damp","circle, everything","scared, nervous"
65803,11/4/10 22:35,11/4/10 23:26,51,"Fly in the air, take off on the ground, have wings, have wheels, passengers sit in them, pilots conduct them. must pay money to have a flight on one, run on gas. has seats. has seatbelts, gives drinks and peanuts on a flight. Are usually big.",Use them in the water. Are found usually near the ocean. Can ride waves with it. Made of wood. Can be long. Can be short. Surfboarding is considered a sport. Wear swimming suit while using one. Can be dangerous.,To be aware of something.,Happens every year. Can describe an event that happens once a year.,"Edible. A fruit. Can be yellow, red, or green. Have a stem. Have seeds. Grow on trees.",Another word for butt. Can describe someone mean. Or a word for a donkey. Which is a four legged animal. A mammal. With hair. And a tail. And ears.,To try something or try to achieve something.Taking a chance at succeeding in an action.,"Play music. A group of people. Usually involves a guitar, drums, singer. Can play shows in public.",Edible. Can be refried or plain. Cooked. Don't tast good. Served usually with Mexican food.,To hold something. To take something along with you.,Kids. Born by a mother and father. Can be found all over the world. Can be boy or girl.,"Where you go to pray. Priests found in them, Bibles and holy water. Bread and wine. Have crosses at the top.",Found in the ocean. Have shells. Are usually white or gray. Can be eaten.,Cuts nails. If scissors it can cut hair. Or if its for the yard it can be used in the grass like a lawn mower. Trims something. Makes an item shorter.,Work being done. Can be found on the road or a building. Labor work. Wear bright highlighter colors. Must slow down if its work on the road.,"Done in the kitchen. Uses food. Uses utensils. To feed someone. Can be taught in classes, on television, or in a book.",Keeps you warm. Can be thick or thin. Found on a bed or couch. Usually comfortable. Made of some sort of cloth. Can be any color.,Like a knife. Is pointy. Is dangerous. Is sharp. Used for stabbing,Put under armpits. Helps with perspiring. Smells good. Can be all different scents. Gel or powder.,"An animal, A mammal. Lives in the water. Has a spout. Has a tail. Has fins. Swims in the ocean. Can be trained to do tricks.",Article of clothing. Girls wear them. Can be short or long. Made of some sort of cloth.,"Opposite of Dawn, At the end of the day. When the sun goes down. Before it is about to get dark. Happens anywhere.",Opposite of West. A direction. Can be abbreviated with the letter E.,A country. In the tip of Africa. People live there. A desert.,Something that costs a lot. Can be bought or traded.,To give a description. Give more detail. Give directions. To tell someone how to do something.,Put in our mouths. Must eat to stay alive. Can be healthy or unhealthy.,Can be red. Found in the woods. An animal. A mammal. A vertebrate. Has four legs. Has a tounge. Has a tail. Has fur.,A type of alcohol.  A beverage. Can be served with juice. If you drink too much you can get drunk.,How to say hi. Or hey. What you do say when you see someone you know. Or someone for the first time.,Wrapping arms around someone or something. Are the O's in XOXO. Done to show affection or thanks. Done when saying hello or good bye in some cultures.,Does not feel good. In pain. Can happen to anyone or anything with feelings.,Done with enhale to breathe. Living people do this all the time. Must be done to stay alive. Take in oxygen.,"Can be played. Can be used in a band. Examples of this could be a piano, trumpet, flute, clarinet, violen, guitar, ect.",To hold onto something. Not giving something away. Opposite of  not taking something.,What a man and woman do when they are in love. Usually happens in a church. Propose with rings.,Opposite of Women. Males. Have testosterone. Are human. Have two arms and two legs.,Found above the upper lip. Made of hair. Usually found on men. Facial hair.,Armed forces. Found in the United States. Males or females can join. Train. Naval Warfare Service,Being close to something. Opposite of far. Next to something.,"The word for one, two, three, four, five, six, seven, ect.",Something only done one time.,Have a lot of money. Can afford nice things. Opposite of poor,"Many examples of different types: kitchen, bed, bath. Found in houses or buildings. Where people stay. Opposite of being outside.",To make someone afraid. What happens in a haunted house. What happens during a scary movie. Can happen to anyone anywhere.,Someone who does research. A lot of knowledge in one or more scienes. Found in a labratory.,Opposite of tall. A describing word.,Given with a needle. Can be given if you are sick. Usually get them as a little kid. Vaccinations. Given for the flu.,Sneaky. Get by without really being noticed. Can be done anywhere. By anyone or anything.,A smear of something.,Like a rock. Can be found in the dirt or on the ground. Found by a river. Can be any color.  Is usually round.,Explaining weather. Can be bad snow. Bad rain. Usually involves clouds. Can involve lightening and thunder.,Falls from eye. What happens if you are sad and cry  Is salty.,A hypothesis. Organized thoughts. Researched ideas.  Must have statments to back it up.,Comes after lighting. What happen before or during a storm. Can scare people. Can be loud.,To fall over something. Is embarassing. When your foot hits something on the ground.,Given when something good is done. Made of metal. Given as a reward.,Opposite of fair. Something that is not equal. Not given in an even amount.,"Found in a restraunt. Records what you want to drink and eat. Brings you meal, and whatever else you need. Leave them a tip.",Get this way with water. What your clothes are when you take them out of the washer. What happens to you when you walk through the rain.,Is a planet. Planet earth. Where people live. Is round. When colored in pictures its colored green and blue. Can be seen from the moon. In outter space.,To think about something a lot with a nervous attitude. When you are scared about something.
65107,11/4/10 22:48,11/4/10 22:57,9,"flying, wing, pilot","slick, smooth, shiny, has a fin, pointy on both ends","alarm, aware, excite","year, holidays, age","crisp, sweet, nutritious, laptop","donkey, butt, jerk, idiot","try, uncertainty, improvement","instruments, musicians, singer, stage, concert","coffee, legume, small","hold, have, transport, move","innocent, candor, toys, playing","pastor, Sunday school, sermon, choir, potluck","shells, meat, slimy, found in ocean","nail, hedge, shop, shape","hard hat, dump truck, holes, dirt, concrete","fry, make, create, food","protect, shield, hide","stab, sharp, weapon, metal","stick, scented, hygiene, clean","mammal, intelligent, friendly, slick, shiny","flowing, fancy, patterned, dancing, dress-up","cool, twilight, stars, blue","New England, Atlantic Ocean, coast, beaches","Exodus, Moses, pharaoh, Sphinx","money, too much, pricey, high quality","break down, tell, help, define","survival, cooking, vegetables, farming","tv channel, red, soft, whiskers, sneaky","tonic, alcohol, old-fashioned, short glass","greeting, formal, introduction","warm, comfort, safety, love","pain, blood, crying, anger, frustration","breathe, smoking, take in, lungs","music, guitar, band, orchestra","hold, use, accept, store, put away","promise, rings, join, love","strong, hairy, working, manual labor","hair, manly, nose, comb","blue, military, ocean, submarines, ships","close, almost, safe","digit, phone, counting, list","single, happened, movie title,","money, fancy, gold, safety","box, space, personal","surprise, frighten, jump, cry","mad, Einstein, chemicals, lab coat, goggles","jockey, midget, dwarf, oompa-loompa","pain, flu, medicine, needle, nurse","fox, Sylvester, cunning, sneaky","blur, flaw, dirty, oil","gray, hard, smooth, skipping","lightening, thunder, rain, dark sky, cumulonimbus clouds","rip, cloth, mend","idea, philosophy, opinion","storm, loud, boom, frightening","travel, transportation, fall","metal, award, prize, golden","uneven, unjust, wrongful","food, serving, tips, busy","water, tears, moist, damp","globe, cultures, countries","anticipation, anxiety, fear, uncertainty"
66151,11/4/10 23:48,11/4/10 23:59,11,flying,water,aware,yearly,fruit,donkey,try,drums,food,bags,little,religion,pearl,scissors,dirt,white hat,blanket,knife,stinky,mammal,clothing,cold,direction,pharo,money,description,eat,animal,alcohol,goodbye,loving,heart broken,breathe,piano,mine,happy,fatherly,hair,men,close,27,only one time,mansion,comfy,halloween,white lab coat,tiny,pain,sneeky,a mark,brick,thunder,sad,science,lightning,traveling,win,selfish,trey,uncomfortable,earth,nervous
62854,11/5/10 11:59,11/5/10 12:10,11,flies,floats,system,seasonal,pie,butt,confidence,practice,chilli,heavy,generation,god,pearl,haircut,management,dinner,this,knife,old spice,flipper,up,dawn,west,hot,cheap,discribe,good,hound,juice,goodbye,bear,punch,exhale,tuba,away,me,football,awesome,blue,far,one,twice,money,hotel,mask,smart,midget,gun,dog,dirt,hard,wind,rip,idea,struck,far,wife,game,food,pool,earth,nervous
63199,11/5/10 13:08,11/5/10 13:42,34,"flies, has engines, white, loud, big, makes lift, runs on jet fuel","Long, wood or fiberglass, has fin, used in water, floats, has ankle strap","fire, national security, weather, fugitive on the loose","yearly, birthday, holiday, sale","smoke, red, granny smith, green , apple picking","toosh, donkey, hole, wild","try, 3 strikes, feeble","rock, drugs, hair,","jelly belly, pinto, black, mexican, fart","delivery, moving, task. heavy","kids, annoying, short, i hate kids","singing, pews, sunday","spongebob, mollusk, snail, sea, salt","hair, buzzzzz, expensive","loud, hard hats, men, takes a long time","food, chef, hat, kitchen, restaurant","book, lie, CD, don't judge a book by its...","killing, romeo and juliet, short, archaic","smell, necessary","Promethius, Cancun, swimming with","long, girl, cross-dresser, getting dressed","sun, hill, pink sky, soothing","right, Carolinas, middle","Giza, Middle east, ancient,","money, out of reach, something to work for","answer, essay, question, prying","yum, necessary","sly, cunning, orange, robin hood","boose, gets you drunk, nasty","greeting, stranger, old fashioned, boring","friendly, intimate, making up with someone","emotions, painful, doctor,","after and before exhale, gives air","music, geek, band, metal, notes","take, hide, don't let go, stay away","wife, husband, priest, divorce","powerful, dominant, patriarchal","porno, cheesy, November, John Bollinger","big, water, men, military","close, far, eyes, glasses, distance","infinite, addition, math, phone","twice, thrice, lonely, experience","money, happiness, greed, business, saavy","bedroom, usually square, family place","scary, halloween, terrorism","theory, lab coat, experiments, smart, money, crazy","opposite of tall, little, genetic","alcohol, gun, bullet, harmful","cunning, sneaky, robber,liar","smear, oil, acne,","rock, lottery, rolling, moss","gray, thunder, lightening, rain, sad","paper, writing, emotion, trees","possible truth, idea, science, facts","following lightening, scary,","vacation, plane, expensive,","accomplishment, gaudy, gold, plastic","unjust, not right,","garcon, tip, food, restaurant","rain, water, shiny, liquid","huge, vast, travel, plane rides,","stressful, panic, sweat"
64702,11/6/10 1:53,11/6/10 2:01,8,"wings, flys, pilot, cockpit, uses gas, faster travel","waxed, wooden, on water, floats","notification, message","year round, happens once a year","red, edible, a fruit, juicy, grows from a tree, has seeds, a stem, could be green or yellow as well, and mainly a baseball size","parts of a mammals body, used for exiting solid out of our body, upper thighs, smells like tuna, should be covered up","to try, make an effort","plays music with drums, guitars, or trumpets, flutes, drums, tuba etc, form of music","vegetable, edible, can be cooked, used in chili, really has no taste",to hold an object,"ages 0-12, playful, messy, toys, cries a lot, picky, always learning","place to forgive sins, reading, bible, lord, savior, body of christ, sundays, Christ, priest, father, praying, amen, prayers","edible, like oysters or mollusks","cutting, hair removal, barber shop","to build, to destroy, hammers, nails, workers, orange signs, double fines for speeding,","act of baking foods, oven, could be put in oven, makes food taste better","on top, to lay over","small knife, sharp, draws blood, could kill, iron","repels odor, good smell, under your arms, could spray or rub on, not edible","mammal, lives underwater, eats fish, protects humans, playful, dorsal fins, snout, gills, tail fin, smooth silky skin","mainly what girls wear, one piece, fans out at bottom","sun goes down, becoming dark, in the afternoons, time of day","cardinal direction, going clockwise its after North","country, africa, pyramids, kings, pharaohs, gold, temples, sahara desert, dry","costly, no shape or form, would empty your wallet",to put in detail,"edible, different types, gives you energy, you need it","animal, mammal, carnivore, dog-like, reddish","seasoning, used for baking, put on foods, edible","to greet, form of politeness, beginning of a sentence","to grasps  someone physically around your arms, care, shows love, warm feeling","to be in pain, heart broken, shows painful emotions","breathe, nose, intake air","plays music, different types, percussion, in bands, melody, brass","to have something, put away","to officially love some one, a commitment, honeymoon, a man and wife, legal documents, church","father, strong, masculine, mustaches, penis, hairy, testicles, judges to make girl or guy babies, king of the house usually","hairy, prickly, different colors and shapes, on the face about the mouth and below the nose","armed forces, guns, water, boats, nautical miles, heroes, defenders of the country, bearings, direction, moris code",close to something or someone,"1,2,3...etc, phone, calling, math, equations","happens one time only, word,",has a lot of money in the bank,"walls, door, where you sleep, eat, cook, watch tv, relax, go to the restroom","state of mind, fear, jumpy, terrified,","smart, albert einstein, experiment, hypothesis, theories, labs, white coats","small, little, brief duration in time","firearm,  alcohol, flu shot, doctor gives them, basketball","sneaky, ninja, swift","blurry, fingerprint, mud, ink, could be anywhere","rock, decorative, hard, not edible,","rain, darkness, lightning, thunder, snow, hail, sleet, precipitates","cry, water from eyes, sad, depressed, shows sad emotions","an opinion, could be false, what you think","comes with rain, loud sound, no sight, darkness","to fall, to go out on vacation, travel,","winning, plastic, hardware","cheating, no chance, underdogs","a man, serves food, drinks, takes your receipt, gets paid, gets tips, job, works at a restraraunt","water, to be soaked, drenched, dripping water","where we live, globe, mainly water, people live there, has a core, rotates, revolves around a sun","to show compassion, scared, freak out"
