id_code,start_time,end_time,duration,zebra,house,fudge,girls,tree,string,splice,surgery,turtle,branch,emergency,amuse,schedule,patient,shoe,lost,strange,temple,dull,conference,sunset,doll,simple,puke,south,am,wound,tape,achieve,road,cave,ladder,find,tissue,ashtray,film,beast,meat,zero,ship,fragile,die,question,pancakes,vomit,sword,slip,syrup,bother,wimp,it,male,empty,tupperware,gloves,ax,small,cabbage,feet,quiet,search,rock
62605,9/28/10 23:31,9/28/10 23:50,19,"animal, runs, has stripes, lives in africa","has rooms, bathrooms, kitchen, closet, family rooms, living rooms, garague","sweet, yummy, chocolate",prissy,"leaves, bark","attachment,",cut,"illness, doctor, anistiesia","green, shell","tree, bank","911, accident",funny,"strict, order","doctor, calm, polite","heel, sandal, flip flops, sneaker, boot, clog, sole, lace","scared, lonely",awkward,worship,"boring, not bright","teachers, parents. talks",beautiful colors,little girls toys,easy,"sick, gross","accent, southern bell","Stinks, early","clock, up tight","tear, wound","save, files","blacktop, stripes","cold, dark, bats",rungs,"search, questions","paper, nose","cigarettes, ashes, dirty","movie, comedy, drama","claws. fur, scarry",steak,"nothing, failure","mail, freight",breakable,sickness,confusion,"startch, syrup","puke, gross","sharp, cutting, wars","falling down, dresses","sticky, sweet","annoying, pushy",girly,things,"pigs, dogs","sad, lonely",leftovers,"warmth, hands","trees,lumber","mouse, short, thin","gross, green","stink, shoes","mouse, wisper","internet, lost people","hard, cold"
64462,9/29/10 0:43,9/29/10 0:55,12,has black stripes,is a place to live,is yummy,are women,shades,is small,is torn,is helpful,is slow,is brown,is serious,is likeable,is restricting,is sick,annoying,is found,is odd,is pure,is boring,is talking,is beautiful,is a toy,is easy,is gross,is negative,is I,is hurt,is bonding,is positive,is leading,is dark,is climbing,is relieving,is for sadness,is gross,is entertaining,is strength,is tasty,is neutral,is strong,is broken,is gone,is to inquire,are circular,is sickness,is sharp,is to fall,is sticky,is kind,is weak,is that,is a boy,is sad,is plastic,protect,is destructive,is cute,is gross smelling,are strong,is calm,is to find,is stable
64174,9/29/10 9:42,9/29/10 10:10,28,"Stripes, four legs, Africa, animal, mamal, prey","Home, doors, nails, wood,  family","Chocolate,",Females,"Roots, branches, leaves, photosynthesis","Skinny, short or long,",Kill,"Hospital, surgeon, gloves, scalpel,","Slow, green, animal, shell, legs, head","Tree, leaves, wood","911, pain, ambulance, terror,","Entertain,","Time, how to spend time","Hospital, doctors office, sick,","Feet, laces, heels, covering","Unknown, no home,","Weird, abnormal, not like everything else, extraordinary","Room, walls,","Opposite of sharp, boring",Meeting,"Oranges, pinks, reds, sun hits clouds, dust particles,","Toy, girly,",Easy,"Sickness, defense mechanism, e-coli, stomach","Down, direction","Is, me, real","Blood, bruise, scabs, flesh","Sticky, holds things together","Finish, win","Driving, cars, cities, neighborhood, stripes","Dark, narrow, wide, bats","Steps, up,",Stop looking,"White, papery,","Cigarettes, smoking, trash","Movie, actors, music, special effects, moving pictures, producer, theater,","Scary, unknown, four legs, animal, dog, insult,","Animal, flesh, eat, carnivore","None, empty, neutral","Water, floats, captain, steering wheel,","Weak, breakable",No more soul,"Thinking, asking, don't know","Food, flour, eggs, milk, breakfast","Puke, defense, everything comes back up","Shiny, metal, fighting, battles, weapons","Fall, paper, under the dress,","Sticky, sweet,","Male, mothers son, fathers son,","Baby, shy, emarassed",Thing,Boy,"Bare, nothing inside","Plastic, leftovers, kitchen","Hands, covering","Tool, weapon, steel, handle, sharp","Little,","vegetable, green, grows, plant","Toes, skin, tissue, muscle","No noise, peace","Looking, moving things, trying to find,","Strong, stone, earth"
62437,9/29/10 14:46,9/29/10 15:17,31,Blank or white stripes,Foundation and a roof,"chocolate, tasty, Fudgery","cute, hot, beautiful, moody, Mothers","paper, green, brown, tall, different types, spring and fall","yarn, ties things, sew",spice,"scary, doctors, be put to sleep, change something on or in body","slow, snapping turtle, box turtle, green shell, Franklin","of government, on a tree, in your heart like an artery,","crazy, someones hurt, 911, (emergency) vehicle, ambulance, hospital, ER",entertain,"school, life, work, determines everything in your life","calm, hospital, has a problem","Nike, Addidas, protective, runing","found, scared, abandoned, alone, on an island, T.V. show,","weird, different, outcast, loner","head, place of worship for religion, Islam, Muslim, Buddhist, gold top","colors, people","division of a league, meeting with a lot of people","pretty, beautiful, sunrise, evening, nighttime","Barbie, American Girl doll, girls, little girls, Chuckie","easy, basic, gradeschool","throwup, disgusting, vomit, green and yellow","South Hampton, North East and west, directions, South side","I am something,","huts, cut, from an accident, stings, antibiotic ointment","sticky, helps connect things, scotch tape","a dream, accomplish, proud, driven to achieve, work hard","what I drive on, black with yellow lines, Yellow brick road, long, pot holes","hole in ground or cliff, scary, awesome, bats, adventures, hidden treasure","firefighter, chutes and ladders, tall buildings,","search,  happy,","paper, kleenex, relieves body, white, wipes substances","disgusting, cigarettes,","movie, amazing story telling device, directors, film critics, actors, movie theaters and festivals","scary, big and not human, have no self-control, Beauty and the Beast","Beef, chicken, steak, best food, protein","number, candy bar, is nothing","captain, cruise ship, pirates","delicate, china glass, glass, antiques, some people, things people hold close to themselves","sad, terrible, what happens to everyone, terrifying, scary,","confused, want to know an answer,","delicious, breakfast, can be big or smaller,  I-hop, bacon and eggs, Betty Crocker, aunt Jemima, syrupwaffles","puke, throwup, disgusting, green and yellow","sharp, kills, medieval weapon, japanese, knights and armor, silver, long blade","fall, slippery, do something accidentally, wet","Aunt Jemima, pancakes and waffles, breakfast, maple syrup, canada, sugar","disrupt, annoy, make mad","crybaby, lazy, scared of everything, sheltered","the movie It, an object, everything","dominant, bigger","nothing in it, lost in the world, feel bad and sad, nothing to it","Glad, plastic, keep food fresh longer","wear when it's cold, baseball glove, gardening gloves","murder, cuts trees and logs, lumberjack, deoderant spray","little, baby, kid, child, itty bitty, cute,","lettuce, cabbage patch kids","bottom of body, hands, shoes, needed to stand and run, can be nasty","ssshhh, library, older people, shy people","find, want an answer, need something, lost something, look","bottom, are hard, can be thrown, the Wrestler"
63127,9/29/10 15:22,9/29/10 15:41,19,it is an animal. it has black and white stripes.,people live in it. it has a roof. it has doors. it has windows.,sweet. normally unhealthy. is thick.,makeup. dresses and skirts.,has a trunk. is green. sometimes produces flowers or fruit.,long and thin. used to tie things together.,joins things together.,doctor. tools. sharp instruments.,is slow. can grow very old.,is brown. found on trees.,something is wrong. 911 is called. someone is hurt.,humor.,school. work. feeding times for babies.,person. hospital. sick.,put on a foot. protects foot.,found.,odd.,place of worship.,not shiny.,people meet with one another.,bright colors. happens in the evening.,something a child plays with. simulates a real child.,plain. easy.,sick. vomit. have the flu.,is below the north.,morning.,is bloody. causes pain.,used to hold things together.,goal.,driven on. walked on. paved. gravel.,has bats. is dark. is wet. is cold.,used to climb or get to a high place. has rungs to step on.,lose.,used to blow nose. are soft. are usually white.,used to hold ashes from cigarettes.,movie. something you watch. something you put in your camera.,a wild animal. an unrully animal.,dead animal. cooked. raw.,no value.,goes on water. generally big.,delicate. can not be dropped. glass.,death.,answer. confused.,flat and round. normally eaten at breakfast.,sick. symptom of the flu.,sharp. used to stab. used to defend self.,something someone wears under a skirt or dress.,put on top of waffles and pancakes. is sticky.,a male sibling.,"a ""sissy."" a coward. someone who is afraid.",it,has a penis.,nothing is in it.,used to hold food.,used when it is cold outside. keeps hands warm.,used to chop wood. sharp.,not big.,vegetable. used to make a salad.,usually have 5 toes on each foot.,necessary in a library.,to find something or someone.,it is hard. it can be in many shapes. it comes in different colors. they are hard.
64549,9/29/10 15:41,9/29/10 16:03,22,"legs, hooves, head, torso, stripes","foundation, floors, doors, windows, roof","chocolate, tasty, smell","human, feminine, gender, face, hair","roots, bark, branches, leaves, giving","yarn, cheese, thread","cutting in two, movie","fix, operation, anesthesia","yertle, shell, green","tree, leaf","911, problem, hospital, panic","fun, joke, entertain","calendar, dates, times, events","hospital, pain, sickness","feet, laces, athletic","show, state unknown, misplaced","odd, unfamiliar, misunderstood","worship, religion, steeple top","fruitless, lame, boring, unexciting","group, meeting, conversation","orange, nice, tasteful, end of day","girl, inanimate, creation","easy, without trouble, unstressful","vomit, ralph, dispose","north, east, west, direction","I, legend, I'm","gash, blood, hurt, pain","duct, duck, adhesive, scotch","succeed, success, win","straight, cars, drive","dark, stalagtites, echoes","elevating, ascension","seek, aquire, get","muscle, kleenex","ashes, cigarette, discards","movie, cinema, action, actors, awards, story","disgusting, tormenting, destructive","good, cow, pig, bacon, pork, beef","nothing, lacking, absolute","anchor, sail, pirates","weak, glass, old","fail to go on, bury, kick the bucket","answer, raised inflection, wonder, curiousity","tough, syrup, tasty, griddle","puke, ralph, toilet","cut, kill, chop, destroy","light, nightwear, slide","maple, viscose, sticky, tasty","companion, ally, friend","lazy, lack of strength","is, it's, one","man, boy, gender","lacking, containing nothing","spoon, fork, knife","protection, fingers","pick, chop, wood, cut","little, tiny, dwarf","vegetable, salad, green","toes, shoes, socks","low volume, characterless","find, seek, quest","stable, finite, ordinary"
64558,9/29/10 16:51,9/29/10 17:04,13,"is an animal, black and white, wild","building, colorful, runs on electric, family","chocolate, edible, soft or solid","young, feminine","green, nature, big, small",narrow cord or thread,"join something together, unite","plastic, orthopedic, hospital","animal, big, small, hard shell","tree, government, office","urgent, 911, help","laughter, funny","timetable, organization","victim, getting worked on",protects the feet,empty,"odd, weird, out of the ordinary","place to worship, building","boring, life-less","meeting,","Pm, sun going down",child's toy,"easy, plain",vomit,"warm, direction","morning, sun rising","hurt, injury","sticky, wide, long,",accomplish,"construction, highway, path to something","hole in the earth, dark,",something to climb to a higher elevation,"looking for something, searching",soft paper,"cigarettes, cigars","movie, photography","strong, cruel, creature","edible, solid, comes from animals","number, degree","boat, floats, varies in sizes","shattered, easily can break, glass","death, lost of strength","asking about something, person can reply back","breakfast, edible, fruit",food coming out of the mouth,"tool, fighting, sharp",narrow piece of something,"liquid, edible",annoying,weak,"represents a person, a group, idea, etc","strong, muscular",nothing,plastic contain to store items,"protective gear of the hands, baseball glove","tool, sharp, cuts through things","tiny, narrow","edible, leafy, green","support of body, 10 toes,",no noises,looking for something,"solid, forms a hill or mountain, sharp or smooth"
64750,9/29/10 19:25,9/29/10 19:56,31,lives in africa,provides shelter,made of cocoa,feminine,has many branches,used to keep things togeather,to join something togeather,to fix a problem,slow and steady,to derive from the previous path,an alarming situation,to make someone laugh,to plan ahead,calm,used to protect feet,to be without a clear path,not normal,a place of worship,rounded,a meeting,when the sun moves to the opposite side of the world,a replica,uncomplicated,vomit,the opposite of north,self descriptive,a injury,adhesive,to accomplish,a path,a large hole in the ground,leads to a different level,to seek something,a disposible face cloth,fire safety tool,used to take picyures,a unpleasant creature,somethings flesh,nothing,water transportation,breakable,absence of life,a query,good with maple tree sap,when our food goes backwards,a weapon,a pass,the sap of a maple tree,to annoy,used to enforce dominance,a thing,masculine,not full,to save for later,cover hands,a tool used for distructive purposes,something thats not as big as other things in its environment,used to make sauerkraut,used to stand,without sound,to look for,hardened minerals
64504,9/29/10 19:45,9/29/10 20:03,18,"black and white, stipped, four legs, fur,","home, living, family, good food, roof, comfy bed, t.v., movie nights, thankgiving diiner, family gatherings, warm, cozy, board games,","peanut butter, grandma, yummy, sugar","pretty, pink, little","trunk, bark, leaves,","light, football team,",split,"bad, pain, recovery","shell, green, slow,","tree, bark, wood, birds, leaves, fall, paper","room, bad sisuation, ambulance","happy, fun, entertained","school, life, on time, what to do","virtue, bible, good child,","fit, sneakers, sandal,","found, t.v. show, blank","feeling, werid, abnormal,","jew, god, worship,","boring, bland,","call, busniess,","ocean, rocks, beach","house, little girl, dress up","life, not a lot, plain, pretty","groos, burning feeling, bad night","mississippi, hot, confedercy, accents","I,","blood, pussy, gross","deck, duck tape, stick, film","over, did it, a+","trip, tar, hot,","dark, scary,wet,bat,","fireman, roof, high up","seek, have it,","clenx, boogers, mother","smoke,cirgrates, gross","moive, strip,","beauty, furry, scary, harmful","loaf, animals, yummy, protien","nothing, doesn't exist","wreck, lobster boat, sea, ocean, wind, waves, seaweed, money, muanty, captian, pirates","babe, life, emotions","death, killed, gone","hard, muliple choice, true false, short answer, knowledge","fluffy, butter, syrup, breakfest, hot","gross, smelly, dis colored,","fight, war, china, cut","banna, water, hurt, pain,","waffles, butter, breakfest","roommate, annyoed","meak, small, sof spoken","is,","boy, love, big, strong, testoserome","stomach, gone, not there, depress,","work, school lunch, kept togther","baiting, winter, cold,","cut, wood, timber","little, petit, children","green, yucky","gross, smell, pedicure","girl, little, soft spoken","enigine, google, find, know more","star, ocean, solid, never broken"
62845,9/30/10 12:26,9/30/10 12:35,9,is white and black striped,is usually square shaped,"delicious, sweet","pretty, feminine, timid","big, green, brown","long, thin","middle, quick","scary, fast, red","swim, sea","small, brown","red, fast, panic","funny, jokes","organised, neat","scary, sad","comfortable, protection","clueless, compass","weird, avoid","pretty, big","grey, boring","long, organized","yellow, bright, warm","pretty, calming, girly","easy, quick","gross, yellow","below, warm","human, anything","sore, red, blood","sticky, black","success, happy","long, grey, rough","dark, cold, deep","long, straight",magnifying glass,"soft, white","gross, grey, smells","adventure, calming","scary, big","delicious, sticky",nothing,"big, loud","soft, breakable","dark, red, sad",clueless,"sweet, breakfast","smells, green","sharp, dangerous","sore, clumsy","sweet, sticky","annoyed, inpatience","scared, small",anything,"strong, muscular","nothing, glass","plastic, strong","clean, warm","sharp, grey","tiny, mouse","green, healthy","irregular, pale, toe nails","mouse, silence",google,"hard, grey"
62722,9/30/10 14:01,9/30/10 14:34,33,"stripes, black and white, mammal, related to horses, not domestic,","wood, windows, doors, walls, roofs,","chocolate, brown","females, wear dresses, have long hair, get dressed up","are tall, can be big, have leaves, green","different colors, used to tie things together, fibers","cut, split,","getting put under, to fix a problem, remove something, operation, cutting","shell,  are shy, reptile,  get scared easily, green, are pets, hide","office, trees, limbs","911, EMT, hospital, room","laughter, funny","organized, time slots, planning","tolerant, nice","feet, sandals, tennis shoes, comfort,","scared, alone, confused","weird, odd, different","religious, big,","not sharp,","meeting, few or lots of people, talk about tasks and problems","has pretty colors sometimes, getting dark, in the west","girls usually, wear dresses, have hair,","easy, unchallenging, elementary,","sick, gross, stomachache, food","down, warmer weather,","to be, are","hurt, injured, bleeding, stitches","hold things together, fix things","success, accomplish, a goal","lanes, white or yellow stripes, cars, driving","dark, animals living inside, in mountains, men","climb, can be very tall, used to reach things up high, rungs","look for, someone, answers","white, soft","cigarettes, smoking, gross, black","movie, video, pictures","Beauty and the, scary, big, mean","animals, cooked in different ways,","none, nothing,","Huge, in the ocean, cruises, lots of people","breakable, glass,","funerals, people, sad, emotional, sick","confusion, answer, tests","and sausage, put syrup on them, breakfast food","puke, sick, gross, food","fighting, sharp, dangerous","fall down, on ice, wet floor","used on pancakes and waffles, breakfast","mean, protective,","not cool, baby, loser, weak,","pronoun, non descriptive,","boys, men, lower voices, muscles","not full, lacking","bowls, storage containers, food","hand, fingers, warm, laytex","chop wood, sharp, dangerous","little, short","green, vegetable, healthy","are used to walk, wear socks and shoes on them, have toes","shy, reserved, observant,","find answers, use books or internet,  the web","is hard, different kinds, different shapes, gravel"
62704,9/30/10 17:30,9/30/10 17:40,10,"Strirped, looks like a horse, four legs, black and white","kitchen, living room, dining room, family, pets, bedrooms, bathrooms","chocolate, butter cream, peanut butter, variety, fattening, sweet, yummy","are pretty, some wear heals, wear dresses, have higher voices, care about their looks","tall short, big, small, green, brown, many branches, sometimes a few branches, red leaves, brown leaves, orange leaves, yellow leaves, sometimes no leaves","long, cats like these, sewing","music, a tape, mixing music","doctors, hospital, knocked out, needles, medicine, fixing, helping","hard shell, slow, snapping, land, water, claws, scaly, rough","long, wood, tree branch, leaves","911, ambulance, hurt, panic, fear, hospital","laugh, funny, jokes","on time, class schedule, college has schedules","hospital, doctor, sickness, illness, cancer, in pain","heels, tennis shoes, sandals, flip-flops, many colors, many different styles and variations","find, confused, forgotten","weird, different than usual, unknown","worship, churches","boring, dark, gray, not fun, not funny, alone","business, meeting, official, conservative","orange, red, yellow, pretty, relaxing, beach","dress-up, girls, cute, barbie","easy, not hard, not difficult, understandable","smelly, contains foods and liquids, gross, messy, sick, ill","country, the beach, confederate","I am, describing","surgery, medical attention, gun shot, stabbed, hurt, pain","masking, duck, music","everyone wants to achieve, feel accomplished, successful","highway, pavement, yellow lines, white lines, vehicles drive on","dark, scary, cold, wet, damp, quiet","climb, tall, many steps, high in air","looking for something, lost something, don't know where an item is","wipe your nose with, runny nose, use if someone's crying","cigarettes, smelly, dirty","movie, acting, black and white","scary, hairy, big, monster","steak, polutry, protein, burgers, chicken, animals","number before 1, 0","big, can float, travel on oceans","glass is fragile, a fragile package, mail with fragile sticker,","passed away, gone, in our hearts","confused, ask, on tests, ?","syrup, butter, milk, fluffy, yummy","sickness, sick, puke, throw-up, gross, smelly, contagious","sharp, silver, long","fall, tripping, slipping on ice","sweet, pancakes, buttery, maple flavored","loving, older, sibling, nice, role model","scared, shy, not brave, not tough, not confident","anything, an item, an animal, subject","boy, testosterone, cologne","none, gone, blank","leftovers are in tupperware, plastic, lid, bowl","wear in winter time, they are warm, come in solid colors, come in designs","wood, metal triangle on end, fireword, cutting, chopping","a mouse, a petitie person, shoe size, babies","vegetable, green, used in coleslaw,","12 in, big, small, smelly, gross,hairy, smooth","whispering, during a test, when someone else is talking","google, internet, yahoo, ask, library catalog","smooth, rough, big, small, round, oval, variety"
65164,9/30/10 22:41,9/30/10 22:55,14,Black and white stripes,place of shelter,candy,long hair,plant,small thread,bring together,fixing a medical issue,hard shell,part of a tree,something requiring help,enjoyment,keep things in order,one who seeks help,feet protection,can not be found,not normal,place of comfort,blunt not sharp,bring together,different colors,play toy,easy to do,sickness,warmer,what you do,injury to something,recording device,victory,way of travel,dark place,climbing device,locating something,soft,smoking,many pictures,animal,protein,none,water,easily breakable,cease to live,seeking answers,breakfast food,sickness,sharp object,to fall,sweet liquid,annoying,weak,anything,strong,no more left,food storage,hand protection,wood chopping,little thing,green vegetable,shoes,calmness,to look for,hard object
63751,10/1/10 13:15,10/1/10 13:39,24,"animal, black, white, stripes, lives in hot climates, used in alot of disney movies, runs, walks,","roof, doors, garage, floors, walls, bathroom, used for shelter, front yard, back yard, driveway, kitchen, front room, bedrooms, bathroom, laundry room, windows, screen doors,","candy, white, dark, chocolate, delicious, gifts, candystore,","females, giggly","is tall, produces leaves, obsorbs water through the trunk, rings determine the age",long,"cut, dice, tires","getting fixed, correcting a medical problem, enhancing ones looks","cute, green, brown, snapping, big, sea","tree, location,","important,","entertain, make laugh,","appointment, arrange, fit in, make sacrafice,","hospital, being cared for,","left and right, to cover feet, provide protection for feet","cant find, empty","different, out of place","place to worship, has a tall steeple,","not sharp, will not cut, needs shaprened, drab","talk too, discuss, meet, group of more than one person",pretty,"play, black, white, asian, hispanic","easy, not hard, quick",vomit,"opposite of north,","referring too, pronoun, medafor","open, lasceration","masking, clear, electrical tape, sticky, bonds, holds together,mend","accomplish, goal, finish","street, used for transportation to get to and from","dark, bats, cold, wet, lime","steps, climb, handle, height",search,blow nose,cigerettes,movie,"monster, ugly","protien, red, white","less than one, greater than negative one, empty,","sea, large, water","easily to be broken, newborn, old, weak bones,","deceased, heaven, hell,",ask,"breakfast food, syrup, blueberry, strawberry,  whole wheat","expelling bodily fluids, too much too drink, sick, pregnacy,","sharp,",fall,"maple, pancakes, french toast, waffles","boy, male",cry,something,"boys, tough","none, gone, by bye","containers, plastic, dishwasher safe, guarantee,","used to provide coverage, used to provide warmth","sharp, weapon, used to chop down wood","tiny, baby","vegetable,","two, wears socks, shoes, toes,","no noise, listen, dont talk, pay attention","look, obtain, wonder, find,","stone,"
