id_code,start_time,end_time,duration,fork,cushion,team,grand,eat,brother,hypnotize,shirt,explode,sunday,ten,female,whole,fighter,muscle,penny,train,glasses,nurse,jesus,money,shoelace,cabinet,goal,work,allow,coat,hall,who,thirsty,words,secret,liberty,home,wagon,painting,basketball,pen,object,opening,against,print,stream,motel,radio,faith,start,cabin,balloon,title,pick,thief,agreement,property,innoncent,grave,neutron,bum,fraternity,tag,obstacle,speech
62584,10/18/10 20:24,10/18/10 20:32,8,"is silver, used to eat,","is soft, used to sit on","friendship, working together","central station, grand bars","food, mcdonalds","friendship, family",graduation,"shopping, money, fashion",volcaneos,"god, relax",eleven,women,half part milk,firefighter,"men, muscle milk","gold, polar pops",chicago,"geek, need them","future, helpin people",stupid,"cash, shopping",little kids,"store food, brown",work,"pump it up, life, furture",do what you want,warmth,missouri state,what where when why,mountain dew,speech,dont tell,"freedom, america","family, bed",old age,art,"games, highschool","writing, paper, pencil",toy,closed,fight,"name, signature",pretty,"sex, dirty","movie, country",believe,finish,"fun, lake","fun, cool",papers,choose,robber,"friendship, work",what you on,good girl,"scary, death",science,ouch,bros,"your it,",life,language
63217,10/19/10 9:04,10/19/10 9:13,9,Picks up food,Is soft,Is a group collaborating,Great,When you are hungry,My sibling,Makes you do things you wouldn't normally do,Covers your chest,Usually happens with TNT,The first or last day of the week,The number of digits we have,Not male,Complete,Gets hit,Gives you movement,One cent,Mode of transportation,Help you read,Helps people,Our Saviour,Helps people pay for things,Ties shoes,Stores things,What you want to achieve,Is tiring,Permit,Protects you from the rain and cold,A long walkway with rooms on the sides,Asking for a person,Dehydrated,have letters,Is not to be told,Freedom,Where the heart is,Carries things,Putting ink on a canvas,A sport,Has ink,Is a thing,A possibility,Opposing,Put something on paper,Small river,Cheap hotel,A kind of wave,Belief,Where you begin,Is made out of wood,Used to be made with pig bladders,Can be the topic of a paper,Helps you play the guitar,Steals things,When two people accept the same idea,Something you own,Not guilty,Where you're buried,Part of an atom,Doesn't have a job,A gathering of friends or brothers,A label,Something that keeps you from getting what you want,When you talk
65593,10/19/10 15:48,10/19/10 16:20,32,"is a utensil, used for eating, has four prongs, found in a kitchen, made of metal, is non-edible","found on furniture, used for comfort, comes in different varietie","can be co-ed, used in sports",is large,"used for nutrition, may cause a disorder","male sibling, can be in a fraternity","can be fake, can be real","used to be worn, can be flannel, may have buttons",loud,"is the start of the week, is the ""day of rest"", used for homework","contains a one and a zero, signifies an amount, can describe a good looking person","not a male, contains XX chromosomes, has stereotypes","not broken apart, type of milk","does not give up easily, a trained dog, a professional","controls bodily movement, can be smooth, skeletal, or cardiac, is plentiful in a body builder","used as currency, made of copper, seen as worthless, used in America","found in a track, used for transportation, can be international","worn on your face, helps vision, used to protect against sun","wears scrubs, takes your vital signs, helps others to get healthy",worshipped in a church,"is made of paper, is different across the world, can change people's behavior, is useful in society","holds a shoe in place, can be tied, can be curly","used for storage, made of wood, can be restored","something personal, can be long-term, can be reached with help",a place of employment,to let someone do something,"keeps the body warm, can be furry, can be an outer covering","found in a building, used for walking in, can be painted","A band, an elf creature in Dr. Seuss' ""The Grinch""","in need of a drink, sign of dehydration, usually relates to Thursday","can be written, can be read, are made into books, can be manipulated","a confidential statement, can be a hidden area",has a statue,"place of living, can be in another state, where the heart is","used for transportation, is red, has a cover, used by children, pulled by horses","used for decoration, is displayed, made by people","is round, is the color orange, is used in a sport, can be pumped with air","used as a writing utensil, has ink, has a variety of appearances","can be touched, has mass, can be a personal possession, can be stolen, can be vandalized","a way to escape, a new job to be filled",a wall,"can be informative, found in a library","can be a small river, a flow of liquid","used for sleeping, can be pricy, can be dirty, used during travelling","has speakers, contains buttons, must be plugged in, may have batteries, has AM and FM","can be put into anything, is found in a church",found at the beginning of a race,"used for staying in, found in the woods, made of logs, found in airplane","can be full of helium, can be made of latex, found at a birthday party","can be short, can be long, can be irrelevant, found in a book or movie, can define relationship status","used to play guitar, used for teeth, used in a mine","is prosecuted when caught, takes others' belongings","can be written, can be verbal, can be broken","a belonging to a person, can be sold",can be fake,"burial place, can be in a cemetary","found in an atom, equal to the number of protons","found on the streets, your backside, can smell bad","brotherhood, wears polo shirts and sperry top-siders, consumes Natural Light beer","used for identification, can be decorative, worn around neck","used in a game, something to overcome, can be imaginary","is given to a crowd, can be boring, is informative, can be impromptu"
63808,10/19/10 17:41,10/19/10 18:13,32,"it is metal, it is long and skinny, it has three prongs, it is used for eating","it is soft, it is square, has a button, has stripes","people you work with to accomplish a goal, second family, sports, business","something mighty, street in springfield, king","necessary to live, chewing and swallowing food, diets","has a sibling, is a boy, likes to protect younger sisters","controls people, watches a finger, pendulum","clothing, worn in warmer weather, cotton, thinner, sleeves","bomb, big fire, harmful, hazardous gases","day of rest, 24 hours, family day, church, worship","number after nine, graduating class, two hands","girls, sex organs different from men, long hair, feminine","complete, nothing is missing","defends something, strong, athletic, brave","gets bigger with exercise, allows movement, made of tendons and ligaments, red","abraham lincoln, copper, money, heavy, lucky","something used for transportation, loud whistles, runs on tracks, uses coal","helps people see, lenses, tucks behind your ears, square shaped, can fold up","helpful, caring, usually women, works in hospitals and doctors' offices","died on a cross, the lamb, God's son, religion","green paper, buys things, unit of exchange, stores value, trusted by people","tied in a bow, white, long and skinny, keeps you from tripping","holds food and other items, door with hinges, handle, usually wood","achievable, gives you motivation","something you do for money, daily task","receive permission, capability to perform","winter, warm, fluffy, has insulation","walkway to get you through buildings, narrow, high ceilings",a person,"lack of water, dry mouth, excessive swallowing","made from the alphabet, used in sentences","something you can't share, no one else knows, pieces of information","freedom, statue, America","where your family is, place you go to for comfort","carries items, four wheels, red rectangular base, black handle","artwork, made by paint brushes or fingers, colorful","round, orange, black lines, wilson, bounces, bumps","used to write with, round, clicks into place, has a clip, uses ink","a thing, can hold it or touch it, has some sort of shape","opposite of closing, happens in the beginning","opposed to, turn away","black and white, ink, newspapers","water, animals, rocks","place to stay, not as nice as a hotel, doors open to the outside","talk shows, songs, 10 in a row, commercials","beliefs, religion, God, Bible","marks the beginning, used in races","made of logs, in the woods, small house, vacation spot","have helium in them, float in the air, lighter than air, used at birthday parties","the name of something, capitalized",tooth,"takes some one's belongings, rude, sly, dirty","biding, contract, promise, compromise","what you own, other people cannot take it, physical items, land","did not commit a crime, angel, kind","place to remember, place where you will be buried, tombstone, funeral","no charge, in an atom, nucleus, chemistry","homeless person, dirty, poor, less fortunate","men only, organization, dirty, party animals, athletic","contains information about a specific item, washing instructions, sizes","something you must try to pass, barrier","group of people, nerves, talking, note cards"
65116,10/19/10 18:36,10/19/10 18:53,17,"pointy, silver, used for eating","soft, squishy, confortable, used to sit on","unity, a family","big, enormous, gigantic","food, fat, calories","bigger siblling, protective, loving",brain washed,"clothing, cute","bomb, fire, building","church, lord, family, dinner","number after 9, first doulbe digit number","women, independent, house, cleaning",every part of something,"muscles, sweaty","strong, ripped, body builder","copper, abe lncolns face, one cents","transportation, long trips","vission. nerds, smart","work in hospitals, use needles, checks your vitals","gods son, was crucified, rose from the dead, died for our sisn","green, used for payment, different values",different colors. ties shoes together,"storage, holds canned food, holds plates, holds dished","something you strive for, soccer","a job, a way to earn money","to let, agree upon","warmth, used in winter time","long, narrow, in a building","question, people, names","dry mouth, had to swallow","everything, dictionary",keeping something on the down low,"united stated, freedom","on a street, safety from storms, family enviornment","used to carry stuff, usually red,","paint brush, fun, hard work","sport, orange ball, played with 5 on a team","black, ink,messy","thing,",taking the top off of something,"not for, disagree","printer, ink, computer","water, ducks",hotel,"news station, music stations","lord, miracles","the beginning, the first thing",used for camping,"floats, multi colored","name, book, magazine","hair comb, a play in basketball, used to get food out of teeth","bad, steal things, manipulative","to let go on, come to terms with","houses, ownership","quiet, shy, nice","death, darkness, coffin",used in science and phychology,"loser, no job","black, stepping, dedication","price, size","hard ship,",talking to a audience
64999,10/20/10 12:53,10/20/10 13:21,28,"sharp, for eating, pastic, metal, fancy, plain","soft, comfortable, part of funiture","loyality, many people working towards a common goal, often feels like a family","pleasent, large,","essential, daily activity, different choices","friend, love, playmate,","different state of mind, under someone else's influence","different sizes and colors, printing","big, loud, forceful, scary, cause lots of damage","Sabbath, church, relaxing, family oriented","number, even, math","female organs, long hair, different likes and interests, different fashion","all of something, full","bravery, nobelity, peackeepers, honest","in the body, different kinds with different functions,","1 cent, Abe Lincoln, minted, change","railroad tracks, people ride it, transportation","round, square, all different colors, lens, nearsighted, farsighted","caregiver, healer, tough job, loving and caring","God, christianity, holy, all knowing, all powerful","change, bills, different amounts, different currancy","to tie shoes, different colors, different lengths","wooden, crafted, small, large, handles, designs","aim towards, where you want to be,","for pay, volunteer, love it, hate it, high paying, low paying",to let someone do something good or bad,"warm, heavy, light, for cold weather","narrow, doors, windows,","people, animals,","uncontrolable, annoying,","speech, letters, sentences, language","don't tell anyone, trust, security","freedom,","comfort, family, memories","wheels, to ride in, children's toy","colors, paper, artist","round, popular, challenging","ink, to write with, red, blue, black, any other color","tangible, can be picked up, has a name","small or large, doors or windows","object, dislike,","paper, ink, words,","water, fish, rocks, other animals","temporary, dirty, small,","entertainment, music, talkshows, commercials","religion, believe in something","beginning point, change, new beginnings","wood, small, warm, fireplace","different colors, string, float, big, small","people, places, objects,","guitar, making music","steals, for own gain","mutual, between two different parties","land, trees, houses, grass,","weren't involved in whatever is being accused of them, security","depressing, stone, coffin, dead body","science, negitive charge","lazy, not motivated, uninterested","babies, mothers,","game, played by all ages, running, touching each other lightly","in the way, challenge","communication, language, words, sentences,"
62983,10/20/10 20:03,10/20/10 20:24,21,"usually has three prongs, used to eat, can be metal or plastic","is something that goes on a piece of furniture, can be all different shapes, can be comfortable or uncomfortable, used as a seat",numerous people working for one goal,"big, extravagent, extraordinary",to consume substances that you have to chew,a boy born from your same parents,"to distract, when someone is enthralled or amused",an article of clothing you wear on the top half of your body,"to combust, messy","the day after Saturday, last day of the week, last day of the weekend, day before Monday","one more than nine, one less than eleven, a decade, five times two","opposite of male, has the female body parts, gives birth","two halves, not partial",someone who solves problems with fighting,a part of the body that allows us to have strength,"worth one cent in America, circle, copper","a form of transportation, uses railroad tracks to move",used to aid people with bad eyes,"someone who works in a hospital, takes care of sick people","son of God, Christians believe in him, celebrated on Christmas","used to buy things, comes in different currencies, you make it when you work","used to tie shoes, can be made of different materials","holds items, a compartment",something you plan to do,"something you get paid to do, requires effort","to be okay with something happen, you dont stop it","used to stay warm, come in all shapes and colors","a space between rooms, can  be narrow or wide",the person being talked about,"lack of liquid, dehydrated","used to communicate, there are too many to count",something that everyone should not know,freedom,"where you live, somewhere that is comfortable","used to carry things, four wheels",a piece of art made with paint,"a type of ball, rust colored, textured, not too heavy, bounces","can be any color, used to write, permanent",a tangible item,somewhere things can be put through,not supportive of something,"paper copy of something typed, not cursive","a source of water, not as big as an ocean, bigger than a puddle",a cheap version of a hotel,projects songs through speakers,to belive in,"to begin, opposite of to end",wooden structure,a piece of rubber that can be blown up,"at the beginning of a paper, says what the paper is about",to choose,someone who steals,mutual understanding,something that someone owns,not guilty,where you bury someone who dies,used in biology,"someone without a job,someone who is lazy",a brotherhood,"something that comes on clothes and says the price, usually paper",something that gets in the way,a long period of talking on one subject
65659,10/20/10 21:33,10/20/10 21:58,25,eating utensil,is comfortable,a group of people working together,big and beautiful,to satisy hunger,"a sibling that is a boy, person who is family","put in a daze, hard to believe","piece of clothing, covers skin","to blow up, out of control","day for church-goers, relaxing, day off of work, weekend",a number,beautiful inside and out,something that is full,not giving up,"excercise, flexing","round, bronze, money, worth 1 cent, lincoln's profile","choo-choo, carries cargo, transporation system","eyesight, fashion, being able to see","person who makes the sick feel better, wears scrubs, assistant to the doctor","savior, loved by many, heaven","determines staus of wealth, can buy lots of things with",to keep shoes on feet,a storage place,"dreams, hopes, ambitions","leads to money, learning of responsibility","permission granted, being able","warmth, shelter from cold wind, a fashion statement","filled with classrooms, where college students live",a person,"dehydration, wanting liquids","many lead to a conversation, expression","trust in someone, keep to yourself",symbol,"a place that will always be welcoming, warmth, comfort, stability","used on the prarie, little kids pulled in a wagon","artwork, expressing the emotion of one's self, art supplies, canvas","a round orange ball, competitive sport, involves tall athletes","used for writing, has ink",a thing,"availibility, a clearing in space","to disagree on something, non-believer","hard copy, put ink on paper","a flow of water, downloading from internet","a place to stay, used by travelers","music, commercials, variety of musical tastes","beliefs, hopes",to begin,"in the woods, logs, surrounded by dirt and bugs","round, colorful, inflated, attached to a string",the begining of a story,"sharp, plucking food from teeth","stealing items, criminal, unable to trust","to come to the same conclusion, to have the same idea",ownership,not commiting the crime,"death, burial of a person or thing, very popular around halloween",neutral,a lazy person,a band of brothers,"piece of paper, labeler",a bend in the road,"to speak infront of a large crowd, giving information to others"
64891,10/20/10 22:45,10/20/10 23:05,20,"metal, silver, pointing, picks things up, plastic","soft, fluffy, big, cotton, leather, swede, four legs, comfortable","work together, sports","candy, money, big","food, candy, meat","sister, family","illusions, funny, sleep","t-shirt, long sleeve, sweatshirt","bomb, disruptive, loud, ruin, firecrackers","beginning of week, rest, lazy, get things done, church","nine, dollar bill, two hands","girl, women, long hair","bread, grain, together, one piece","firemen, cancer victims, bully","strong, muscular, weights","dime, coin","choo choo, old fashion, way of travel","glass, metal rims, fake, real","doctor, help people, RN","religious, God, bible, church, Catholic","dollar, rich, green, shopping","shoe, cotton, tie","food, medicine, storage, brown","soccer, ball, life-long","adult, money, time, paperwork, meetings","bow, hunt, cupid","warm, soft, thick, fur","long, narrow","me, you, her, he, they, owl noise","dry mouth, water","talk, speech, complex, simple","don't tell, few people know, quite","statue, city, freedom","living, house, place to go to, beautiful, comfortable","three wheels, little kids, wheelbarrow","picture, artist","sport, ball, court, hoop","pencil, writing utensil","thing, different sizes","closing, stores, morning","lean, together","paper, ink, cartilage","water, flow, small river","dirty, small hotel, eight","music, country, rap, r and b, hip-hop","religion, belief, God, Jesus",go,"log, winter, middle of no where","clowns, round, float, air","paper, heading","hair comb, nose","steal, robber","disagreement, settle","land, house, building","angel, princess, favorite, doing everything right","funeral, tombstone, RIP, underground","science, proton, electron, periodic table","homeless, no food, no house, no water","boys, not very clean, party","game, ""you're it""","difficult, hard, challenging","words, impediment, papers, loud, quite"
65425,10/21/10 11:08,10/21/10 11:12,4,"sharp, shiny, is a utensil, sits in a drawer, has prongs, is hard, made of metal, has designs, is able to stab through food","soft, comfortable, filled with stuffing, bouncy","effort, together, win, pack","good, awesome","food, nourishment, fat, drink, healthy, greasy, hungry","love, stand up for, family","trance, obligated, scary, funny, told to do things","cover, warm, colorful, desgins, soft, itchy","BOOM!, crash, fire, people scared, accident","football, church, homework, lazy, sleep, big breakfast","numbers, count","egg, breasts, pretty, long hair, shaved legs, pink","sale, all","tough, rough, hard, muscular, mean, confident, cocky","tight, work out, train, healthy","shiny, copper, rough, smelly, one cent, worth","smoke, loud, tracks, lots of cars, kaboose, conductor","eyes, lenses, contacts, rims, clean, case, bifocals, thick, thin","EMT, shot, records, scrubs","Christ, God, almighty, ruler, savior, amazes people, helper, sins, prayer, church, pew, songs, Holy Spirit","green, evil, smelly, made of paper, rough, maluable, light weight","long, stringy, colorful, through loops","door, wood, oak, cedar, storage","score, fans, yell, ball, excitement, accomplishment","determined, hard, love, job, wage, salary, hot, easy, paycheck","achieve, go ahead, do it, to be able,","warm, fuzzy, shield, noisy, winter, snow,","long, doors, carpet, walkway","what, when, where, how","parched, not wet, drink, quench","mouth, english, french, german, spanish","whisper, gossip, don't tell, something bad, something good","justice, statue, united states of america","warm, comfortable, bored, relax, sleep, family, own room, bed, furniture, dog, pets, carpet, wood, fire place, basement, doors, couch, bathroom, curtains, floor, sink, fridge","roll, children, haul, wheels, carry","smooth, relaxes you, pretty, artsy, creative, colors, paint brush, colorful paints, canvass, easel, smock, quiet room","round, orange, bumpy, bouncy, hoop","ball point, ink, gel, colorful, ran out","thing, it, that, this","baseball game, first time","not for, push","not cursive, paper, ink","fish, crawdads, frogs, water, rocks, moss","scary, creepy, not trusted","loud, speakers, bass, amp, watts, tune, seek, stations, CDs, tapes, buttons, dial, country, rap, jazz, hip-hop, classical, rock","believe, God, Jesus, Holy Spirit, something you can't see, confidence","go, forth, ahead","wood, woods, fire, lake","pop, latex, float, static, party","car, important, government, sale",choose,"steal, not loyal, friendless, untrustworthy","contract, agree, words said","no trespassing, land, grass, animals, acres",not guilty,"scary, reminise, mourn, cry, black, dark, dingy, spirits, dirt, dig","science, space","homeless, no money, tattered clothes, cart, box, sign","beer, alcohol, brother-hood, fun, silly, college, university, big brother, little brother","in the way, paper, seams, price of a item, itchy, identification","overcome, tall, hard, rough, crawl, run","talk, nervous, facts, opinion, paper, notecards, minutes long"
64339,10/21/10 15:32,10/21/10 15:47,15,"3 points, metal, plastic, used to consume food","fabric, cotton, stuffing, design","jocks, skinny, basketball","large, expensive, noble","food, hungry, ice cream","sister, pest","funny, dream like","t-shirt, dress, casual, flashy","boom, 911","church, morning, sleep, relax","number, jewel","girl, long hair, shapely","wheat, grain, complete","bull, fire, wrestler","relaxer, big, strong, six pack","copper, shiny, small","vehicle, fast, loud, long","round, square, old","doctor, hospital, needles, scary","God, bible, preacher","paper, green","long, white","wood, storage","soccer, finish","hard, boring,","give permission,","jacket, fur, warm","way, dorm, creepy","you, whom, english","water, mouth watering, hot","sentences, paragraphs, papers","don't tell,","new york city, bell, USA","house, relaxing, a get away, stress reliever","old, transportation","artistic, boring","round, orange, players","messy, writing utensil, stories","something, round, square","closing, door, window","for, strong","fabric, design, paper","river, ocean, creek, water","hotel, dirty, old","music, fun,","church, God, bible","finish, run","woods, lake, peaceful","pop. loud,","beginning, story","choose, axe","indian, robbery",contract,"land, house, farm","newborn, judge","dead, grey, sad","science, brain","lazy, homeless","jocks, drunk","photo, game","course, maze, tiring","scary, stage fright"
62761,10/22/10 13:17,10/22/10 13:35,18,"used to eat, is metal, utensil","sit on, is soft, on a couch","work together, sports","extravigent, expensive","consuming food, fufiling a need","sibling, part of a family",fall into a trance,"wear as a form of clothing, made of cloth","loud, distructive, heat","day of rest, church","number, two digits","girl, woman","all together, nothing missing","boxer, punch things, angry","strong, work out to get them","round, bronze, money","form of transportaion, runs on tracks","help to see, frames, lenses","wears a uniform, helps the sick","Holy, Worship, Church","green, paper, coins","long, aglet, used to tie shoes","wooden, stores items, door","sucess, reach for it","where people do their job, make money","permission, yes","warm, fluffy, cloth","long, seperates rooms","person, people","parched, dry","used to describe, to talk, to write","don't tell, keep quite",Freedom,"front door, family, windows","has wheels, transportation","artist, decortation, self expression","orange, rubber, round","ink, used to write with","tangable, takes up space","space, job","says no, opposes a view",copies somthing onto paper,"cool, water, outdoors, nature","used on trips, temporary living",listen to for entertainment,"God, church, belive",begging,"made of logs, like a house","usually round, for parties, decoration","explains whats to come, usually on newspapers and books","scratch, pull","robs people, steals","copramise, contract",land,"child, not guilty, pure","people are buried, made of stone","scientific, school","dirty, homeless","brotherhood, parties, philanthropy","game for kids, fun, running","hurdal, hardships","public, said allowed"
