id_code,start_time,end_time,duration,level,garlic,accuse,bike,bite,bleach,blow,cans,cough,country,crack,dance,dinner,earth,floor,fly,fog,fold,freedom,fruit,good,hammer,hate,hear,hotel,immature,itch,journey,later,law,learn,leaves,liar,look,make,mold,motion,movement,necklace,octopus,old,party,patience,personality,plane,poker,pot,present,rare,referee,refrigerator,rent,shake,slide,spread,state,station,tell,thing,virgin,volcano,write
62506,11/29/10 15:06,11/29/10 15:46,40,"a floor, a reward in a video game, is often numeral-based, has many different meanings, used for finding balance","is a plant, has white skin, has flaky skin, has many layers, is consisted of several smaller pieces, is edible, used for cooking, used in many foods, used to enhance flavor, is used to keep away vampires","blame, point finger, scapegoat","tire, chain, gears, transportation, healthy","chew, eat, teeth, mouth, hurt, pain, jaw","clean, volitile, wash","air, exhale, mouth, lungs","container, metal, tin, sealed, loud, bulky, heavy, cold, mass-produced, preserved, sharp, round, cylendrical, labelled","sick, air, gross, winter, allergies, mucous","government, land, people","break, brittle, hazardous, jagged, rough","movement to music, social gathering, awkward, not much fun","food, healthy, family","where I live, round, huge, unique, made up of land and water","hard, cold, provides support, walking surface, uncomfortable, carpeted, wooden, laminated","bug, sky, high, airplane, helicopter, wright brothers, like a g6","hard to see, moist, weather","neat, arranged, crease, clean","free, America, choice","healthy, vegatation, seeds, reproduce, sweet, sugary, chewy, beneficial","plesant, nice, well-behaved, heaven","tool, metallic, cold, hard, heavy","dislike, rude, mean, red, opposite of love, satan, hell, cold, stony","listen, audible","place to stay overnight, California, traveling, vacation, nice","unplesant, rude, unkind","scratch, unpleasant, bug bite, rash","travel, road, freedom, open road","not now, not present, excuse","order, containment, peace","take in knowledge, always happening, important","crunchy, autumn, fall, trees, orange, colorful, messy","thief, rude, untrustworthy, unpleasant, shady, salesmen, my sister","see, peer, visual, glasses, eyes, brain, healthy, advantageous","create, learn, bake, cook, share, creative, artistic","dirty, bad","movement, healthy, natural","directional displacement, speed, velocity, motion","wear around the neck, present, jewelry, girls","eight, under water, lives in the ocean, cool","wise, aging, wrinkly, require attention, close to death, senile, hospital, family","drinks, food, people, socialize","virtue, ability to wait","important, what makes a person truly unique, not shallow, interesting","fly, airborne, security, expensive, large, metal, heavy","game, cards, fun, money","cooking, iron, metal, heavy, hard, cool, stovetop","now, happening, important, gift, Christmas, today, not yesterday or tomorrow, alive","valuable, special, hard to find, expensive, one-of-a-kind, unique, precious","judge, peacekeeper, overseer, black and white","cold, keeps things fresh, large, heavy, metallic, magnetic","use without owning, monthly fee","bake, rattle, back and forth","fun, plastic, fast, water, park, children, childhood, long, wavy, circular","distribute, even","part of a nation, Missouri, government, status, current status",gas,"speak, reveal, not secret","generic, inspecific, stuff","clean, white, immaculate","explode, lava, smoke, rock, dangerous, hot, explosive, apocalyptic","communicate, school, classes"
64735,11/29/10 15:10,11/29/10 15:29,19,"made of metal or plastic, used to make things even","Strong smelling, tastes good","confrontational, pointing someone out","transportation, eco-friendly","destroying, consuming","cleaning, strong, cleansing","hurts, painful","hold things, storage for food","Sick, irritating","unified, pride","popping, loud","happy, loose, fun","Warm, with family, filling.","large, beautiful, full of mystery","below you, supports you","in the air, above, quick","hard to see, dense","making smaller, compressing","open, non-constrained","healthy, tasty","opposite of evil, positive","strong, powerful, drives nails","loathing, detesting something","listening, comprehending","Clean, Large, People Stay there","young, not ripe","annoying, irritating",long trip with a mission,"After now, still to come","Protects us, restrains us","comprehending, gaining insight","Crunchy, Colored, on trees","untruthful, not trustworthy","seeing, seeking","creation, creativity","gross, old, fungus","moving, fluid, controlled","life, getting from one place to another","pretty, flattering, complimenting","many legged, sea creature","aged, ancient, out-dated","fun, drinking, lots of people","willing to wait, not in a hurry","who you are, what you do","Flies, fast, transports","risky, fun, with friends","Cooks, Boils, Holds things","gift, free, christmas","not commonly found, exciting","keeps peace, enforces rules","keeps things cool, large","payment owed, not owned object","Delicious, milky, flavorful","Fun, used as a kid","not close together, offense used in college football often","part of the nation, government",trains stop here,"speaking, informing","object, unsure of what it is exactly","pure, untouched","destructive, hot, lava","boring, old"
65521,11/29/10 16:08,11/29/10 16:20,12,"go through one to get to another, stages, steps","taste, smell, flavor, texture, food, herb",somoeone else of something,means of transportation,itches,"used to clean, strong smell",wind,food,"cold, sick, allergies","place to live, customs",sidewalk,move,the latest meal in the day that you eat,"planet, where we live","rug, what you walk on",in the air,"hard to see, tyope of precipitation",in half,United States,"something you eat, sweet, grows from a tree",right,nails,to be very unfond of something,sound,"visits, vacation",not mature,something that irritates,trip,sometime after right now,rules for safety,to be educated,"on trees, fall to the ground",not honest,see,build,grows in cold damp places,movement,to excercies,somthing you wear,has tentacles,something that has been around for a while,fun,not high strung,"character, lively",gets you from one place to another,"game, chips",something you bake food in,"Christmas, gifts","way to cook a steak, or not common",to judge,keeps food cool,house,rattle,to move across,to move apart,where someone lives,a place to get gas,story,an object,one who has not experienced,"erupts, lava, dangerous",publish
66598,11/29/10 16:31,11/29/10 16:42,11,height,harsh smell,to blame,ride,eat,clean,air,metal,sick,land,divided,is a movement,food,life,the ground,soar,a smear,organizing,open,health,to be well,tool,to dislike,listening,a shelter,young,scratch,path,not now,rule,information,fall,not the truth,eyes,to create,stinky,movement,expressions,jewelry,legs,wise,fun,time,person,to fly,gambling,cook,now,unlikely,judge,cold,payment,move,slip,rub,place,place,snitch,an object,pure/purity,erupt,express
63580,11/29/10 17:28,11/29/10 17:42,14,Moving up or down in a building or even a game.,Used in cooking.,not right,"you can ride, gets you somewhere, has wheels","food, bugs","whites, not colors, stains","bubbles, gum, something hot","recycle, coke, sprite",sick,"music, farms","sidewalks, walls","hip-hop, fast, sweaty","tasty, filling, homecooked","huge, water, land","hardwood, tile, carpet","birds, airplanes",hard to see while driving,"papers, letters",United States of America,"apple, banana","church, grades","nails, construction","bugs, people","people talking, ears, music","free breakfast, swimming","little kids, boys",bug bite,"roadtrip, walking","tonight, tomorrow",must follow,"school, work, homework","fall, trees, cold, brown, green",cheater,"house doors, car doors, dorm room",crafts,"art, mudd","dancing, walking, running","running, walking, dancing","present, Mother",ocean,nursing homes,"fun, friends, dancing","friends, parents, teachers, siblings","fun, honest, trustworthy","in the sky, travel","money, Las Vegas",flowers,"birthday, christmas",rainbows,basketball,"food, cold",houses,"milk, hands",softball,"butter, jelly",missouri,"fire, police","secrets, information","camera, phone, purse","good,","hot, scary","school work, poems"
66331,11/29/10 18:44,11/29/10 19:11,27,"Measurement,","Used on food, used as a sauce,",to blame,a vehicle with two wheels,sinking teeth into something,"making brighter,",to intentionally exhale heavily,small storage for a food or drink,"sickness,","a nation, composed of cities, has an independent government",small narrow opening,moving to rythm of music,gathering to eat,"round, full of water, blue and green, planet,",material covering the ground,"bug, insect, what an airplane does",hard to see in,bending something half,"not being controlled by anyone or anything, doing what you want to do.","juicy, naturally grown,","pleasent, satisfying, enjoyable, nice","tool, used to hit things",extreme dislike,"perceiving sound, done with your ears","place where you sleep, full of rooms, usually has hot tub and pool",acting younger than actual age,an annoying feeling,long travel,"something in the future, done after the present","rules, regulations, code for society to follow",to aquire knowledge of something,"things grown on trees, fall during autmumn, usually green but change color",someone who does not tell the truth,"directing visual attention, an expression on someones face","form, accomplish",fungus found on old food or dirty bathrooms,movement of something,being in motion,string or chain worn around the neck,"eight legs, sea creature, squirts ink",in existence for a long time,a gathering of people for enjoyment or a special occasion,ability to wait for something,"way people view you, social status","vehicle that flies, has wings","game played with cards and chips, form of gambling","bowl, used for storing things",the current time or place,"not seen very often, unusual,","official at a sports game, wears white and black shirt, blows a whistle","electronic, cabinet, cold, stores food",paying to use for a small amount of time,to move rapidly,natural movement,to make wider,"area within a country, has a government within the federal government, composed of cities",place where something is operated,informing someone of something,"object, idea,",never had sex before,"mountain that shoots lava, erupts","Marking information, to compose something, done with a pen or pencil"
64837,11/29/10 19:55,11/29/10 20:22,27,"in a game, in a house, in a building, up and down, lower and higher, separated by stairs, separated by an elevator, numbered","clove, is a food, is a spice, used in cooking, crushed or whole, strong taste, strong smell, used in Italian food, garlic bread, voids off vampires","blame, go to court, sue, prosecute","to ride on, two wheels, bike trail, helmet, gear chain, tires, tire pump, handle bars, fun, exercise","from a bug, from a spider, from a dog, hurt, bleeding","hair, blonde, a cleaning product, strong smell","dry, a blowdrier, air, a blow pop, a bubble","food, food drive, aluminum, pop tab, soup, beans, soda","syrup, cold, mucus, sickness, miserable, medicine, lozenge","music, cooking, roads, farms, horses, cows, nation, United States of America, foreign","sidewalk, break your mother's back, line, drugs, crack head, cracker jacks, crack a joke, crack me up","music, ballet, jazz, tap, salsa, ballroom, swing, partner, modern, lyrical, clog, Irish","food, late, supper, full, is a meal, cook, eat","planet, galaxy, universe, home","carpet, wood, tile, rug, lamp, plan, blueprint, levels, elevator, stairs","airplane, helicopter, bird, butterfly, bee, dragonfly, superhero","difficult to see, thick, road, sky","paper, origami, on the line, to give up","liberty, bill of rights, fight, founding fathers","is a food, grown, peaches, apples, orchards, plums, bananas, imported","Holy, Holy Spirit, Trinity, Heaven, God, Jesus Christ, righteousness, life","is a tool, hits nails, two sides, pound, pries nails","evil, grudge, mean, bad, unforgiving, judgmental","listen, ears, deaf, loud sounds, hearing aid","room, pool, key, maid, continental breakfast, mints on pillows, hot tub, jacuzzi bath tub, free shampoo, free conditioner","child, annoying, silly, young","scratch, bug bite, rash","shoes, band, road, is a trip, travel, long, epic","now, time, procrastination, lazy","practice, lawyer, a rule, to follow, to break, legislation, Congress, Senate, bill","school, interesting, boring, teachers, students, textbooks, notes","autumn, fall, crunchy, colorful, red, orange, yellow, change, green, spring","dishonest, rude, irresponsible","see, both ways, stare, glance, appearance, pretty, ugly","fun of, food, drinks, money","black, gross, yellow, blue, bread","fast, slow, movement","dance, voluntary, involuntary, fast, slow, exercise, energy","jewelry, beautiful, diamonds, gems, gold, silver, platinum","eight legs, an animal, underwater, ocean, ink","people, grandparents, nursing home, antique, rotting, sick, dying","games, friends, music, fun, birthday party, Christmas party, office party, decorations, party hats, cake, punch, small talk, dancing","virtue, impatience, quality, trait","good, bad, obsessive, personality test","air, ride, to fly, airport, security, crash, hydroplane, graph","game, face, bluff, fold, gamble, bet, win, lose, money, cards, full house, straight","pan, cook, silver, stew, soup, to stir","setting, here and now, today, gift, colorfully wrapped, has a bow, free, generosity, is a thing, is a surprise, for Christmas, for a birthday, for an anniversary","find, treasure, unique, endangered, animals, jewels","soccer, basketball, black and white stripes, whistle, flag, penalty, foul, argument","food, cold, white, big, appliance, preservation","musical, pay, expensive, landlord, late","chocolate, vanilla, strawberry, Steak 'n shake, a drink, ice cream, cold, thick, vigorously, to shake hands, to wiggle, to shiver, to tremble","fun, at a park, kids, to play, ladder","butter, peanut butter, jelly, cheese, on a knife, gossip, to make even, to diffuse","is a place, Missouri, United States, State of the Union, being, state of mind, state of health","gas, train, bus, busy, loud, crowded","to speak, to confess, to talk, teller, at a bank","stuff, materialism, noun","Mary, sex, holy, innocent, pure","lava, eruption, islands, island formation, molten rock","paper, story, poem, song, pencil, paper, computer"
63835,11/29/10 20:26,11/29/10 20:46,20,"long, a little heavy","looks like a small onion, smells strong, is a yellow/white color",claim someone has done something,"has wheels, has chains, you ride it","red or pink, itches, burns, sometimes swells","chemical, removes stains",breathing out,"tin, aluminum","comes with a cold, irritating to the throat","U.S.A., an area that is all farmland",slightly break something,aerobic movement,"supper, meal time in the evening","the planet we live on, 3rd rock from the sun","you walk on it, carpet, wood, tile","insect with wings, lands on food, very annoying, fast","hard to see through, thick low lying clouds",a crease,our rights to do whatever we want,"apple, banana, healthy","great, awesome","tool, used for beating nails, building",dislike,"listening to sound, noises","a place to sleep, super 8, hampton inn","little kids, not acting your age",an area on the body that is irritating you,"traveling, a far distance",after,rules set by the government that we have to follow,to discover new knowledge,"come from trees, fall, orange, brown, red, yellow, crunchy",doesn't tell the truth,"see, glance",forming something new,"green, gross, grows on trees, rocks, buildings",movement,"running, walking","jewelry, wear it around your neck","8 tenticles, large squid, inks",something that has been around for a long time,"gathering place for friends, fun, loud, wild",being calm,"the way someone acts, the things they do","flying, goes high, goes fast",a card game,used for cooking,"a gift givin to you, the moment we are in right now","way to cook meat, one in a million","judges sporting events, umpire","an appliance, keeps food and drinks cold","money you pay to land lord, living in someone elses leased building",move up and down quickly,playground equipment,"wide set,","50 states in the U.S., liquid, solid, gas","a place set up for certain things, gas station",to speak to someone,an object,"pure, someone who hasn't had sex","shoots lava, black, smokes",putting our thoughts and feelings in to words on paper
64882,11/29/10 21:07,11/29/10 21:15,8,is a noun,is a noun,is averb,is a thing is a gift,is a verb used for eating,is used for cleaning is a noun,is a drug,is a noun,is averb,is a place is a noun,is a drug is a noun,is a verb used for exercise,is an event,is place,is a uesed in houses,is a verb,is a thing is a noun,is a verb,is a thing is a noun,is a thing used for eating,is opposite of bad,is a tool is a thing,is a verb,is averb used by ears,is a place is a noun,is a mood is a state of being,is averb,is a band,is a time,is a thing,is a verb,is a thing found on trees,is an adjective,is a verb,is a typoe of car,is a thing is a noun,is a verb,is a verb,is a thing is a noun,is an animal is in ocean,is an adjective,is an event,is an adjective,is a thing can change,is a thing used for flying,is an occupation,is a noun is a drug,is a gift,is a ine of a kind,is an occupation,is a thing is a noun used in kitchen,is a noun,is a verb used in dancing,is a verb and a noun,is a verb,is a place,is a place is a noun,is a verb,is a noun,is an island is a person,is a thing has lava,is a verb
66154,11/29/10 21:13,11/29/10 21:22,9,up down,"Spices, bread",victim,tires brakes handle bars,hurt mark eat,clean,fish wind air mouth,pop soup,covering mouth loud,united states unity,butt drug,party moving,food drink fork knife spppon napkin,plante life,dirt tile carptet,airplane birds,air dew,paper poker,is doing what you want,is sour sweet,nice friendly,nail pounding,strong no love,noises,carpet bed bathroom,not acting your age,scratching irritable,"items needed, adventure",not now,doing whats right,smart good,fall crunchy colorful,no good falso,eyes face,productive,green bad,movement,driving running walking,neck person,tentacles salt water ocean,eldery wrinly,dancing music,waiting,is who you are,air flying,gambling,toilet drug,past furture,unfrequently,enforcing,cold storage,borrow,rapid movements,sloped down,covering mass,parts making a whole,"weigh station, train ect",speaking,any object,islands non sex,lava ashes,paper pen
64630,11/30/10 1:24,11/30/10 1:44,20,"used in construction, used to build, even","it is a spice, it is used to cook","mean, murder","bike ride, marathons, exercise","animal, food, teeth, pain","hair, cleaning, stains","gum, bubble","canned food, vegetables","sick, cold, sound, soar throat","dirt roads, cows, farm, trucks, boots","sidewalk, drugs","ballet, music, dance shoes","food, family, table","planet, where we live","wood, carpet, walking, cold","planes, insect, superpowers","clouds, hard to drive, night, early morning","clothes, organized, clean","united states, army, solders","apple, orange, banana","good at something, kind, nice","building, nails","mean, grudge, strong feeling, anger","ears, music, sounds, people talking","vacations, pool","childish, silly, no common sense","scratch, irritating, bothersome, rub","band, adventure","goodbye, see ya later, slang","rules, government","school, class, news, people, brain","tree, colorful, fall","unable to trust, cheater, thief","eyes, eyesight","food, crafts, clothes, do with hands","bread, bacteria, gross","movement, ocean, water, cars","dancing, walking, exercise","jewelry, wedding","eight legs, water","grandparents, stories, music","drinking, friends, fun",waiting,"unique, mean, nice, funny","vacation, new people, peanuts","gambling, vegas, cards","plant, leaves, drug","christmas, now, gift","endangered species, unique","soccer, basketball, football, black and white, whistle, uniform","food, cold, crisper","apartment, house, play","milkshake, steak and shake, movement","park, water park","butter, knife, bread, legs","province, country, taxes","radio, tuner, gas","truth, lie, talking","object, adams family","marry, sex","hot, lava","essay, paper, poem"
64765,11/30/10 8:03,11/30/10 8:22,19,balancing tool,"bitter, vampires, seasoning,",court,an excape,me,white,"your nose, tissue",soda,bless you,America,grand canyon,fun,and a movie,world,tile,by,rain,neat,fighters,passion,food,nail,mean,sound,motel,young people,scratch,wheel in the sky,now,and order,teacher,trees,not saying what is right,see,love,spores,picture,motion,gold,water,history,drinking,peace,trate,parachute,tournament,pot luck,christmas,valuable,football,cold,paying for housing,and bake,sly,butter,of mind,train,me baby,"thing 1, thing 2",mary,boom,paper
62335,11/30/10 13:03,11/30/10 13:44,41,"Type of measurement, a balance, tool, construction, architecture,","spice, used for cooking, strong smell, vampires enemy, Italian food, gives bad breath, grows from the ground","to assume, blame someone, wrong or right, sate a fact or fiction","transportation, tricycle, card, wheels","itches, caused by insects, could be deadly, cause diseases, commonly spiders, venom,","blonde, white, strip color,","type of drug, johnny depp, bubbles, dirt, dryer,","food, recycled, homeless collect, soda pop,","sick, clear flem, congested, under the weather, choking, clearing throat","outdoors, opposite of city, farm animals, middle of nowhere, cowboys","walls, porecelin, butt, bottle, type of illegal drug,","expressive, emotions, demanding of the body, graceful, good feet, tall, skinny,","near end of night, family,","planet we inhabit, 70% water, continents, land, orbits, one moon, high tide, low tide,","on ground, walk on, trample, base of house","birds, airplanes, peter pan, insects,","hard to see through, found in the morning usually, condensation from the ground, type of weather","oragami, hotdog style, hamburger style, in half, poker,","america, outside the lines, red, white, and blue, the feeling of being free","usually sweet, grown from earth, apples, bananas,","opposite of bad, considered good in the eyes of someone else, personal judgement, feeling accomplished","Tool, used for building, nails, pounding, architecture, construction, hanging items,","extreme word, powerful, really don't like someone","listen, sounds, ears, deaf","out of town, place to stay for a little while,","all men, children, knows very little, childish,","bug bite, disease, burn, nails, red, bleeds","band, a path, a story,","not now, next time, after awhile, in the future","Obey, Follow, Trouble, Hard to follow, strict, law is the law, what is accepted, legal system a society follows,","school, knowledge, power, methods of teaching, books, reading, science, math, action, stimulating the mind","crunchy, step on them, rake them, falls off trees, grows on plants, play in them, leaf blower, season fall,","one who is not truthful, lawyers, pants on fire,","see, see surroundings, taking a closer inspection","the act of doing something, foods,","fungus, can be deadly, in houses, grows on plants,expired foods, considered disposable","newton's laws, dance, movement, sensor,","motion, action of any kind, jumping jacks, cartwheel, walking, running","worn around neck, jewlery, meaningful, style, short, long","lives in the sea, has 8 tenicals, eats fish and such, sea creature","decades past, men, grandpa, grandma, books, past, trends after a week, rusty, historic, valued, respected","celebration, decorations, frats,","a virtue, doctors offices, a teacher needs to have this, being able to wait, not ancy","trait, something acquired, based on background of childhood, makes you original","fly, in sky, cockpit, passengers, first class, takes less time, transportation","Strategic, gambling, certain mindset, win big, lose lots, life changing, hobby, casinos, cards, chips, old men, strip, game","used to plot plants, dirt, seeds, smoked, get high, Illegal,","what's happening now, christmas, birthdays, holidays, to show something, introducing someone","hard to find, unusual, breed, species, expensive,","knows all rules, watches games, knows the right and wrong, makes calls","cold, store pershiables,","house, apartment, college students, musical,","Margarita, ice cream desert, weight, mix, combine items,","slip, baseball, let things get past, on side, on back,","butter, margarine, cooking, bread, array of food","city, where you  live, united states, 50, of mind","trains, set place, place where you suppose to be,","act of expressing, talking, a story, words, sentences","description of something indescribable, an object, doctor suess","mary, untouched, marriage, alcoholic drinks, unexperienced, unknown","eruption, magma, lava, hot core, ticking time bomb","learn, practice, stories, books, novels, ideas expressed,"
66634,11/30/10 13:22,11/30/10 13:48,26,"I'm not sure of the meaning of ""level""","vegetable, bulbous, slimy, strong odor, cooking ingredient, overpowering","agressive, active, negative","mechanical, simple, expensive, transporting","agressive, ravenous, instinctual","basic, caustic, staining",action,"metallic, loud, containing","involuntary, loud, disease-spreading","open, vast, uninhabited, natural",divisive,"active, vigorous, sweaty, sensual","delicious, family-oriented","blue, green, vibrant, alive","hard, cold, dirty","annoying, buzzing, gross","obscuring, spooky, dangerous","tidy, clean",opportunity-giving,"sweet, juicy","right, just, virtuous","steel, hard, heavy,","ignorant, unfounded, divisive","automatic, sensual","comfortable, warm, inviting","childish, ignorant","annoying, concerning","long, difficult, challenging, dangerous",procrastinatory,"decisive, changing, important, powerful","action, inherent","green, vibrant, veined, alive","cheater, untrustworthy","emotional, variable",creative,"green, slimy, gross, dangerous","active, fast, exciting","active, energy-expending","expensive, jeweled, symbolic","large, dangeours, inky","wise, antiquated","fun, energetic, loud","virtuous, rare, mature",variable,"large, metal, heavy, machine","risky, fun, exciting","metal, useful, cooking instrument","joy, love, special","expensive, treasured",official,"cold, metallic","due, unyielding","vigorous, active","toy, fun, spiral","action, with knife",boundary-creating,"loud, crowded","active, spoken, variable",various,"white, untouched","dangerous, dormant, explosive, hot, steaming","decisive, permanent"
66460,11/30/10 14:55,11/30/10 15:14,19,"metal, water inside, bubble, tool","food, white, crunchy, spice, used to cook, adds flavor","blame someone else,","has two wheels, petals, handle bars, ride it outside, different types","used when eating, hurts, do with teeth,","turns things white, used in laudry, poisonous, burns skin","gust of air, effortful breath of air, can move something, cool something off","aluminum, holds food, get it at the grocery store, cylindrical","sickness, cold, throat ache, make a loud noise","united states, bigger than states, within a continent","stone, concrete, broken","move your body, move to music,","after lunch, night time meal, family meal,","the planet we live on, round, green and blue, in the solar system,","in a house, below the cieling, tile or carpet,","to be in the hair, normally with wings, in the sky,","humidity, in the air, thick air,","bend in half, pressed, can do with paper or clothes","to be free, do what you want,","sweet, grows on a plant, produce, colorful","opposite of bad, possitive,","tool, wooden handle, drives nails into wood,","opposite of love, strong dislike, unhappy with.","listening, do with your ear, noise","place to stay. vacation spot, they have bedrooms. bathrooms, lobby","not mature, acting young, being foolish and nieve","scratch, tingling, irritated, red, bug bite","trip, long trip, exciting, an ending destination","in the future. after the present, a form of time","rules you must obide by, enforced by police or other officials,","to educate yourself, get to know new information","fall in autumng, green, on trees, crunch on the ground,","tells lies, cheat, not tell the truth","to see, done with your eyes,","build, constuct, to do something","old food, green, smelly, furry","to move, uses energy, done with your body,","to be moving, any action made, uses energy","goes around the neck, jewelry, can be a gift, can be gold or silver","eight tentacles, lives the in ocean, slimy, has suction cups on the tentacles","opposite of young, general term for age,","to have fun, with friend, gathering of people","waiting, polite, anxiouos","how you act, who you are, what you do","flies, carries people, starts at an airport, has wings and an engine","pokes fire, moves logs","hot, cook food in it, put on a stove, store in the kitched","gift, something unexpected, surprise, get them on holidays","uncommon, not everyone has it, jewels or gems","striped shirt, sports game, whistle, tall socks","cold, in the kitchen, with a freezer, keeps food cold","pay, apartment, money, cost to live somewhere,","move quickly, to mix things,","slippery, slick. to fall, move quickly across","butter, creamy","has cities, 50 in the U.S. within a country, bigger than a county","trains leave from here, place to stop and rest,","to speak something, to give information to others, done with your mouth, information transfered","any object, any action","never had sex, Mary","eruptive, in hawaii, from techtonic plates, lava comes out of them","to spell words, do it on a paper,"
66643,11/30/10 15:36,11/30/10 15:55,19,"building things, straight, perfect angles","cooking, seasoning, detering animals",blame,"lance armstrong, transportation, gears","food, teeth",white,"away, wind","soup, liquid, make noises","illness, sick, disease","western, cowboys, trucks, cattle, dirt, outside in the elements, pastures, deer and turkey, lower income","on the ground, wear and tear","to the music, movement, fun","food, meal, fullness","big, round, life","ground, carpet, wood","birds, planes, flutter","mysterious, dense, dark","laundry, clothes,","american, democracy, happiness","edible, sweet, colorful",job,"nail, tools, construction","wrong, evil","sensing noise, listening, music","vacation, rooms, suitcases","young, annoying","scratch, bites, annoying","band, trip, adventure, road, car",away,"rules, job, school","students, young people, teaching","on the ground, fall, autumn","cheater, low life, not pure","around, eyes, sight","food, drinks, projects","shape, disease, cast","dance, movement","run, hop, skip, jump, dive, dance","diamonds, goes around neck","tenticles, ocean","grandparents, breaking down, weathered","college, meeting people, birthdays","maturity, waiting","person, different kinds","in the air, flying, airports, noisy","game, face, gambling",used for cooking,"christmas, gift, birthdays",expensive,"sports, authority","cold, tall, wide, deep","cars, houses, tools, movies, video games","drink, meeting someone","playground, slippery,  young children, fun, downward sloping","eagle, painting","50, united, mental","train, people, travelers,","talking, communication","person, object","mary, young child, pure","blows up, hot, lava, mountaneous","writing letters down, story telling, papers"
66646,11/30/10 20:22,11/30/10 20:38,16,has a bubble,flakey skin,tattle,"trike, harley","shark, dog, cat","hair, white, blonde","pop, school","soda, boobs","cold, whooping","music, rascal flatts, kenny chesney","attack, sidewalk","crazy, ballet, jazz, tap","steak, chicken","wind, fire","ceiling, ground, dirty","by, butterfly,plane","smog, hazy","paper, oragami","college, slaves","apple, orange, pineapple, watermelon, fly","bad, great","head, nail, tool",love,"sound, music","vacation, bed","michael, boys",scratch,dont stop believing,gator,enforcement,"school, class","tree, fall, colors",pants on fire,"book, glasses, up, out",shake n bake,"clay, play dough, green","potion, sex","water, osmosis","pearl, diamond",eight,"new, nursing home","hardy, rowdy, alcohol",is a virtue,"disorder, unique, funny","trains and automobiles, vacation","face, texas hold em","pan, weed","past, future","meat, unique","white and black, whistle, soccer","door, cold, food",apartment,"hand, milk",playground,butter,"missouri, florida, arizona",train,"all, the truth","1 and 2, desk, table",mary,"lava, fire, hot, hawaii","paper, news, journal"
66655,11/30/10 22:38,11/30/10 22:59,21,"placed in a tool box, neon green in parts, used for construction, made of plastic","stinky, ingredient in food, onion like, yellowish","law, lawyer, plantiff, cop, verdict, jury, judge","to ride, shiny, has a horn, found in a grage","mark, bug, vampire","Comet, white,","fish, finding nemo,","aluminum, sharp edges, found in a pantry, metal, silver in color","sickness, bacteriea","quiet, animals, red barns, gravel roads","cocaine, pipe","ballerina, christmas, prom, ball gowns","family, when you eat, The Metro, food, silverware","round, solar system, the planet we live on, terrestrial","granite, tile, carpet","bird, plane, rocket","at the break of down, made of water vapor, like a cloud","oragami, mousse","bells, a right, American flag","strawberries, a garden, something to eat, bright colors","life, friends, family, what you strive for","found in a tool box, used to nail nails, wooden handle, metal head","love, relationships, boys","to listen, ears","motel, travel, a place to stay, swimming pools","brothers, boys, men","off, irritating, lake, outside, red, puss",a trip,"night, dark","lawyer, law school, what one must obey, police officer, handcuffs","school, college, books, glasses","autumn, in a pile, october, november, red, orange","boyfriends, girls, liar","to gaze, to see, do so with your eyes","Play do, to do","bread, green, blue, nasty, smelly","sickness, dramamine, bouncy balls","slavary, womens rights","diamonds, silver, to wear around your kneck","soup, eight","clothes, wholes,","alcohol, drugs, sex, rock n roll, tea",required in life,"traits, what everyone has, nice","the wright brothers, used to travel with, contains pilots and passengers, contains luggage, alegiant","face, lady ga ga, Las Vegas, chips, cards, gambling, money","flowers, seeds, dirt, something used to hold a flower, breakable","Christmas, Birthday, Cake, Coach","Rubies, Expensive, Money, White Tiger","black and white, basketball, The Courts, Nikes, an official, a whistel, a buzzer","found in the kitchen, made of metals, holds food, keeps things cold","expensive, apartment, landlord, an amount you pay monthly","chocolate, whip cream, chocolate chips","at a park, shocks you, silver, summer","butter, bread, knife","Missouri, a place to live, on of fifty","train, 9 4/4, Harry Potter","to talk, to speak, to write, to read",one and thing two,"Mary, 16, Chris","lava, magma, red, rock, molten core, Hawaii","poetry, JK Rowling, books, magazines, articles, websites"
63943,12/1/10 11:40,12/1/10 12:08,28,rectangular,white,blame,"metal, 2 wheels, used for transportation",puncture,"chlorine, chemical, cleaning agent",exhale,"alluminum, round, containers","hack,","farm, crops, animals, fields","break, seam, split","social gathering, event, ball, formal","meal, food, eaten in the evening","dirt, large round object in space, planet","flat, solid","insect, bug, dirty","dense, white, hard to see through",crease,independence from,"different colors, sweet, healthy",favorable,"metal, used to pound nails into some object","anger, rage, disgust",percieve sound,"room, bed, away from home",undeveloped,annoying feeling,"voyage, trek,","after, past a certain time","rule, requirement",understand,"trees, different shapes","unreliable, untrustworthy, unfaithfull",appearance,"build, appearance, design, type, model","dangerous,",movement,change in position,"jewlry,","live in the sea, 8 tentacles,","aged, slow, wrinkled","loud, crazy, lots of people, music",understanding,"behavior, trait, characteristic","metal, loud, used for transportation, diverse","long, pointed","round, metal, used for cooking",gift,"not common, unnusual","supervisor, rule keeper",cold,"money, borrow",move back and forth,"at a playground, diverse,","cover, extend",location,"hub, terminal, port",explain,object,unexperienced,"tall, dangerous,","record, transcribe"
